,CODE_HEAT,SUBWAY_STATION,SUBWAY_LINE,DISPOSAL_TYPE,CODE_ECON,KAPTD_CCCNT,WELFARE_FACILITY,KAPT_BCOMPANY,KAPT_USEDATE,KAPTD_WTIMEBUS,KAPTD_WTIMESUB,CODE_HALL,CODE_SALE,EDUCATION_FACILITY,KAPT_CODE
0,지역난방,이촌,4호선,"도포식,분무식",단일계약,57,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대림산업,1994-11-29,5~10분이내,5~10분이내,혼합식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",A14090902
0,지역난방,이촌,"4호선, 경의선",분무식,종합계약,96,"관리사무소, 노인정, 어린이놀이터",동부건설,2001-06-02,5~10분이내,5~10분이내,계단식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",A14003004
0,지역난방,이촌,"4호선, 중앙선, 경의선","도포식,분무식",종합계약,136,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",삼성물산(주),2002-04-30,5분이내,5~10분이내,계단식,분양,초등학교(신용산) 중학교(용강) 고등학교(중경),A14003104
0,지역난방,신용산,4호선,"도포식,분무식",종합계약,85,"관리사무소, 노인정, 어린이놀이터",동아건설,1999-05-31,5분이내,15~20분이내,혼합식,분양,"초등학교(신용산, 한강) 중학교(용강) 고등학교(중경, 용산공고,)",A14003006
0,지역난방,이촌,"4호선, 경의선",도포식,종합계약,33,"관리사무소, 어린이놀이터",삼익주택,1977-01-12,5~10분이내,5~10분이내,계단식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",A14003101
0,지역난방,이촌,4호선,도포식,-,0,-,삼익건설,1974-12-23,5분이내,5~10분이내,계단식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",A14003002
0,지역난방,이촌,4호선,-,종합계약,14,"관리사무소, 노인정, 어린이놀이터",주택공사,1971-03-22,10~15분이내,5~10분이내,계단식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",A14003008
0,지역난방,이촌,"4호선, 중앙선","도포식,분무식,독이식",종합계약,54,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",현대건설,1974-12-09,5분이내,10~15분이내,혼합식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고)",A14003103
0,지역난방,이촌,"4호선, 중앙선","도포식,분무식,독이식",종합계약,186,"관리사무소, 노인정, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",(주) 건영,1998-09-18,5분이내,5분이내,혼합식,분양,"초등학교(신용산초등학교) 중학교(용강중학교) 고등학교(중경고등학교, 용산공업고등학교)",A14072701
0,지역난방,이촌,"4호선, 중앙선","도포식,분무식,기구부착식",단일계약,120,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)대우건설,2000-03-31,5~10분이내,5~10분이내,계단식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",A14003105
0,지역난방,이촌,4호선,"도포식,분무식",단일계약,28,"관리사무소, 어린이놀이터, 자전거보관소",삼익건설,1979-12-17,5분이내,5~10분이내,혼합식,분양,"초등학교(신용산) 중학교(용강) 고등학교(중경, 용산공고,)",A14003003
0,지역난방,신용산,"1호선, 4호선",-,종합계약,80,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 기타",현대건설(주),1997-03-07,5~10분이내,15~20분이내,계단식,분양,"초등학교(신용산, 한강) 중학교(용강) 고등학교(중경, 용산공고,)",A14085501
0,중앙난방,녹사평,6호선,-,종합계약,80,"관리사무소, 노인정, 어린이놀이터",대림산업(주),1994-12-31,10~15분이내,10~15분이내,복도식,분양,"초등학교(보광, 이태원, 용암) 중학교(용산,오산) 고등학교(청지공업, 보성여자,오산)",A14086101
0,중앙난방,이태원,6호선,-,단일계약,97,"관리사무소, 노인정, 어린이놀이터",청화기업,1982-09-18,5분이내,5~10분이내,혼합식,분양,"초등학교(보광, 이태원, 용암) 중학교(용산) 고등학교(청지공업, 보성여자)",A14086001
0,개별난방,-,-,-,-,0,-,(주)롯데건설,2019-11-13,5분이내,5~10분이내,계단식,임대,-,A10025192
0,개별난방,한남,경의선,"도포식,독이식",종합계약,580,"관리사무소, 주민공동시설, 어린이놀이터, 커뮤니티공간",금호건설,2011-01-07,5~10분이내,15~20분이내,계단식,분양,"초등학교(한남,옥정) 중학교(옥정) 대학교(한국폴리텍1대학)",A14077902
0,개별난방+기타,옥수,"6호선, 경의선",-,종합계약,63,"관리사무소, 커뮤니티공간, 기타",(주)금호산업,2004-04-09,5분이내,10~15분이내,혼합식,분양,"초등학교(한남, 옥정, 옥수) 중학교(옥정) 고등학교(동호공업)",A14021001
0,개별난방,"경의,중앙선","중앙선, 경의선","도포식,분무식,독이식",종합계약,74,"관리사무소, 휴게시설, 자전거보관소",현대산업개발,2017-03-08,5분이내,5~10분이내,복도식,분양,-,A10027071
0,개별난방,-,"6호선, 중앙선, 경의선","분무식,기구부착식",종합계약,99,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",현대건설,2003-10-02,5분이내,5~10분이내,계단식,분양,중학교(오산),A14077901
0,개별난방,서빙고,"중앙선, 경의선",분무식,단일계약,59,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",금호건설,2002-10-14,5~10분이내,5~10분이내,계단식,분양,"초등학교(서빙고) 중학교(오산, 한강) 고등학교(오산)",A14024001
0,지역난방,서빙고,중앙선,도포식,단일계약,230,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",신동아건설,1984-06-28,5~10분이내,5~10분이내,계단식,분양,"초등학교(서빙고) 중학교(오산, 한강) 고등학교(오산)",A14024002
0,개별난방,한남,경의선,"분무식,독이식",종합계약,54,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",삼성중공업,2000-10-31,5분이내,15~20분이내,혼합식,분양,"초등학교(한강, 서빙고) 중학교(오산, 한강) 고등학교(오산)",A14082302
0,개별난방,"한남,이촌, 이태원","4호선, 6호선, 경의선","분무식,독이식",단일계약,62,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",신동아건설(주),1992-09-19,5분이내,5~10분이내,계단식,분양,"초등학교(보광) 중학교(오산, 한강) 고등학교(오산)",A14082601
0,개별난방,신당,2호선,분무식,단일계약,32,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",대림산업건설,2014-06-26,5분이내,5~10분이내,복도식,임대,초등학교(신당) 고등학교(성동공업),A13373302
0,개별난방,-,"1호선, 2호선, 6호선","도포식,분무식",종합계약,305,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소","GS건설,현대산업개발,삼성물산,대림산업",2014-06-26,10~15분이내,10~15분이내,계단식,분양,초등학교() 고등학교(),A13373301
0,개별난방,-,2호선,"도포식,분무식,기구부착식",단일계약,31,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",금호건설,2001-10-05,5~10분이내,10~15분이내,복도식,임대,초등학교(무학초등학교) 중학교(무학여중) 고등학교(무학여고) 대학교(한양대학교),A13377302
0,개별난방,상왕십리,2호선,"도포식,분무식",단일계약,49,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",현대산업개발,1996-03-15,10~15분이내,10~15분이내,계단식,분양,초등학교(무학초등학교) 중학교(무학여중) 고등학교(무학여고) 대학교(한양대학교),A13385802
0,개별난방,-,2호선,분무식,단일계약,105,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",KCC건설,2016-04-28,10~15분이내,10~15분이내,계단식,분양,-,A10027432
0,개별난방,-,2호선,분무식,기타,863,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타","포스코,SK,현대",2016-11-29,5분이내,5분이내,계단식,임대+분양,-,A10027289
0,개별난방,-,"2호선, 6호선",분무식,단일계약,230,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",GS건설,2017-07-28,5분이내,5~10분이내,혼합식,임대+분양,-,A10026900
0,개별난방,신설동역,"1호선, 2호선","도포식,분무식",단일계약,60,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",대림산업,2015-04-24,5분이내,5분이내,계단식,임대,-,A10027969
0,개별난방,상왕십리,2호선,분무식,단일계약,126,"관리사무소, 노인정, 어린이놀이터, 휴게시설",벽산건설(주),1996-06-07,5분이내,5~10분이내,계단식,분양,초등학교(동명초등학교) 중학교(숭인여자중학교) 고등학교(성동고등학교) 대학교(한양대학교),A13302001
0,개별난방,왕십리,"2호선, 5호선",분무식,단일계약,28,"관리사무소, 노인정, 어린이놀이터",청계벽산,1996-06-07,5분이내,5분이내,복도식,임대,"초등학교(동명초,무학초) 중학교(동마중) 고등학교(한국예술고)",A13388001
0,개별난방,상왕십리,2호선,도포식,종합계약,165,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소","gs건설,삼성건설,대림,현대산업",2015-04-24,5~10분이내,5~10분이내,계단식,분양,"초등학교(신당,무학) 고등학교(성동공업)",A10027920
0,개별난방,-,"2호선, 5호선, 6호선","도포식,분무식,독이식",종합계약,51,"관리사무소, 노인정, 어린이놀이터",극동건설,2001-12-14,5분이내,10~15분이내,혼합식,분양,초등학교(무학초등학교) 중학교(무학여중) 고등학교(무학여고) 대학교(한양대학교),A13302203
0,개별난방,상왕십리,"2호선, 6호선","도포식,분무식,독이식",종합계약,140,"관리사무소, 노인정, 어린이놀이터, 휴게시설",금호건설,2001-10-05,5분이내,10~15분이내,혼합식,분양,초등학교(무학초등학교) 중학교(무학여중) 고등학교(무학여고) 대학교(한양대학교),A13302204
0,개별난방,상왕십리,2호선,-,단일계약,0,-,극동건설,2001-12-14,5~10분이내,10~15분이내,복도식,임대,초등학교(무학초) 중학교(무학여중) 고등학교(무학여고) 대학교(한양대),A13377301
0,개별난방,상왕십리,2호선,분무식,단일계약,42,"관리사무소, 노인정, 어린이놀이터",한신공영,1989-03-30,5~10분이내,5~10분이내,계단식,분양,초등학교(무학초등학교) 중학교(무학여중) 고등학교(무학여고) 대학교(한양대학교),A13385705
0,개별난방,-,"2호선, 5호선, 중앙선","분무식,독이식",단일계약,190,"관리사무소, 노인정, 어린이놀이터, 유치원",풍림산업(주),2004-11-30,5분이내,10~15분이내,계단식,분양,-,A13302206
0,개별난방,왕십리,"2호선, 5호선, 분당선, 중앙선, 경의선",도포식,단일계약,48,"관리사무소, 노인정, 어린이놀이터",삼성중공업,2006-09-13,5분이내,5분이내,복도식,분양,"초등학교(동명초,무학초) 중학교(동마중) 고등학교(한국예술고)",A13370801
0,개별난방,마장,"2호선, 5호선","도포식,분무식",단일계약,52,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",KT 건설,2006-11-21,5분이내,5분이내,복도식,임대,"초등학교(동명초, 무학초, 서근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13305005
0,개별난방,마장,5호선,-,기타,45,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소, 기타",대성산업,2004-11-30,5분이내,5분이내,계단식,분양,"초등학교(동명초, 무학초, 서근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13305002
0,개별난방,-,"2호선, 5호선, 분당선, 중앙선",분무식,종합계약,52,"관리사무소, 노인정, 어린이놀이터",금호건설(주),2006-09-27,5분이내,5분이내,계단식,분양,"초등학교(동명초, 무학초, 서근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13381604
0,중앙난방,마장,5호선,-,종합계약,64,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",삼성건설(주),1996-12-14,5분이내,5분이내,혼합식,분양,"초등학교(동명초, 무학초, 서근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13305006
0,중앙난방,"5호선 마장, 2호선 왕십리역","2호선, 5호선, 중앙선","도포식,분무식",단일계약,24,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",세림건설,1986-12-27,5분이내,5분이내,혼합식,분양,"초등학교( 마장초, 사근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13305007
0,개별난방,마장,5호선,"도포식,분무식,독이식",단일계약,48,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",신성건설(주),2004-06-04,5분이내,5분이내,계단식,분양,"초등학교(동명초, 무학초, 서근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13305003
0,개별난방,마장,"2호선, 5호선, 분당선, 중앙선, 경의선","도포식,분무식",종합계약,25,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",중앙건설,1999-05-31,5분이내,5~10분이내,혼합식,분양,"초등학교(마장초, 동명초, 무학초, 사근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13381601
0,개별난방,마장,5호선,"도포식,분무식,기구부착식",단일계약,199,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설",고려산업개발(주),1998-04-14,5~10분이내,5~10분이내,혼합식,분양,"초등학교(동명초, 무학초, 서근초) 중학교(마장중, 동마중, 한양대사범대부속여중) 고등학교(한양대사범부속여고, 한국예술고) 대학교(한양대)",A13381608
