기간	자치구	동	성별	구분	구분	구분	구분	구분	구분	구분	구분
2008	마포구	서교동	여자	4,099	4,318	1,090	1,285	1,495	1,702	1,514	1,331
2008	마포구	합정동	계	4,746	5,103	1,554	1,681	1,761	1,863	1,431	1,559
2008	마포구	합정동	남자	2,346	2,518	775	809	865	909	706	800
2008	마포구	합정동	여자	2,400	2,585	779	872	896	954	725	759
2008	마포구	망원1동	계	5,209	5,210	2,130	1,929	1,756	1,653	1,323	1,628
2008	마포구	망원1동	남자	2,552	2,587	1,025	956	874	827	653	804
2008	마포구	망원1동	여자	2,657	2,623	1,105	973	882	826	670	824
2008	마포구	망원2동	계	4,177	4,265	1,692	1,506	1,435	1,443	1,050	1,316
2008	마포구	망원2동	남자	2,061	2,138	824	742	726	733	511	663
2008	마포구	망원2동	여자	2,116	2,127	868	764	709	710	539	653
2008	마포구	연남동	계	4,668	4,679	1,338	1,281	2,045	2,028	1,285	1,370
2008	마포구	연남동	남자	2,208	2,285	603	613	987	989	618	683
2008	마포구	연남동	여자	2,460	2,394	735	668	1,058	1,039	667	687
2008	마포구	성산1동	계	4,861	4,620	2,066	1,888	1,688	1,469	1,107	1,263
2008	마포구	성산1동	남자	2,357	2,259	989	893	828	738	540	628
2008	마포구	성산1동	여자	2,504	2,361	1,077	995	860	731	567	635
2008	마포구	성산2동	계	6,374	6,630	1,438	1,332	3,068	3,009	1,868	2,289
2008	마포구	성산2동	남자	3,021	3,203	673	612	1,475	1,478	873	1,113
2008	마포구	성산2동	여자	3,353	3,427	765	720	1,593	1,531	995	1,176
2008	마포구	상암동	계	5,953	3,653	1,591	440	3,146	1,795	1,216	1,418
2008	마포구	상암동	남자	2,844	1,853	745	225	1,511	909	588	719
2008	마포구	상암동	여자	3,109	1,800	846	215	1,635	886	628	699
2008	마포구	도화동	계	3,776	4,124	775	696	1,868	2,199	1,133	1,229
2008	마포구	도화동	남자	1,870	2,023	389	342	908	1,069	573	612
2008	마포구	도화동	여자	1,906	2,101	386	354	960	1,130	560	617
2008	마포구	서강동	계	7,449	5,247	2,130	1,504	3,176	2,155	2,143	1,588
2008	마포구	서강동	남자	3,561	2,550	1,030	693	1,513	1,050	1,018	807
2008	마포구	서강동	여자	3,888	2,697	1,100	811	1,663	1,105	1,125	781
2008	마포구	공덕동	계	7,051	8,991	1,880	1,358	3,300	5,216	1,871	2,417
2008	마포구	공덕동	남자	3,482	4,443	909	669	1,640	2,572	933	1,202
2008	마포구	공덕동	여자	3,569	4,548	971	689	1,660	2,644	938	1,215
2008	마포구	아현동	계	3,669	15,061	750	4,197	1,765	8,094	1,154	2,770
2008	마포구	아현동	남자	1,808	7,418	383	2,065	858	3,985	567	1,368
2008	마포구	아현동	여자	1,861	7,643	367	2,132	907	4,109	587	1,402
2008	양천구	소계	계	84,543	88,566	25,545	25,545	33,521	34,442	25,477	28,579
2008	양천구	소계	남자	41,868	44,025	12,473	12,473	16,646	16,963	12,749	14,589
2008	양천구	소계	여자	42,675	44,541	13,072	13,072	16,875	17,479	12,728	13,990
2008	양천구	목1동	계	4,957	4,856	1,513	1,293	1,930	2,157	1,514	1,406
2008	양천구	목1동	남자	2,338	2,346	708	631	900	1,020	730	695
2008	양천구	목1동	여자	2,619	2,510	805	662	1,030	1,137	784	711
2008	양천구	목2동	계	5,955	5,644	1,572	1,227	2,591	2,390	1,792	2,027
2008	양천구	목2동	남자	2,894	2,806	756	596	1,244	1,168	894	1,042
2008	양천구	목2동	여자	3,061	2,838	816	631	1,347	1,222	898	985
2008	양천구	목3동	계	4,823	4,912	1,186	1,047	2,305	2,382	1,332	1,483
2008	양천구	목3동	남자	2,354	2,424	582	514	1,148	1,174	624	736
2008	양천구	목3동	여자	2,469	2,488	604	533	1,157	1,208	708	747
2008	양천구	목4동	계	5,496	5,394	1,604	1,671	2,344	2,181	1,548	1,542
2008	양천구	목4동	남자	2,686	2,695	772	827	1,132	1,072	782	796
2008	양천구	목4동	여자	2,810	2,699	832	844	1,212	1,109	766	746
2008	양천구	목5동	계	6,130	6,477	1,598	2,033	2,633	2,806	1,899	1,638
2008	양천구	목5동	남자	3,008	3,161	772	968	1,303	1,364	933	829
2008	양천구	목5동	여자	3,122	3,316	826	1,065	1,330	1,442	966	809
2008	양천구	신월1동	계	5,174	5,441	1,080	1,065	2,531	2,433	1,563	1,943
2008	양천구	신월1동	남자	2,664	2,784	562	535	1,287	1,219	815	1,030
2008	양천구	신월1동	여자	2,510	2,657	518	530	1,244	1,214	748	913
2008	양천구	신월2동	계	4,210	5,094	1,731	2,111	1,359	1,509	1,120	1,474
2008	양천구	신월2동	남자	2,036	2,508	826	1,035	668	728	542	745
2008	양천구	신월2동	여자	2,174	2,586	905	1,076	691	781	578	729
2008	양천구	신월3동	계	3,651	3,781	847	843	1,390	1,300	1,414	1,638
2008	양천구	신월3동	남자	1,907	1,953	424	417	757	684	726	852
2008	양천구	신월3동	여자	1,744	1,828	423	426	633	616	688	786
2008	양천구	신월4동	계	3,266	3,533	1,583	1,410	907	965	776	1,158
2008	양천구	신월4동	남자	1,609	1,773	774	680	442	493	393	600
2008	양천구	신월4동	여자	1,657	1,760	809	730	465	472	383	558
2008	양천구	신월5동	계	3,632	3,261	679	485	1,956	1,611	997	1,165
2008	양천구	신월5동	남자	1,835	1,630	342	243	982	777	511	610
2008	양천구	신월5동	여자	1,797	1,631	337	242	974	834	486	555
2008	양천구	신월6동	계	2,595	2,857	1,113	1,111	730	810	752	936
2008	양천구	신월6동	남자	1,326	1,463	575	565	372	403	379	495
2008	양천구	신월6동	여자	1,269	1,394	538	546	358	407	373	441
2008	양천구	신월7동	계	4,220	4,594	1,438	1,340	1,411	1,427	1,371	1,827
2008	양천구	신월7동	남자	2,168	2,339	725	663	732	720	711	956
2008	양천구	신월7동	여자	2,052	2,255	713	677	679	707	660	871
2008	양천구	신정1동	계	3,754	3,983	1,463	1,435	1,225	1,371	1,066	1,177
2008	양천구	신정1동	남자	1,872	1,993	685	715	639	663	548	615
2008	양천구	신정1동	여자	1,882	1,990	778	720	586	708	518	562
2008	양천구	신정2동	계	3,084	3,144	819	962	1,228	1,207	1,037	975
2008	양천구	신정2동	남자	1,522	1,549	400	449	599	601	523	499
2008	양천구	신정2동	여자	1,562	1,595	419	513	629	606	514	476
2008	양천구	신정3동	계	7,991	8,935	2,315	2,578	3,092	3,429	2,584	2,928
2008	양천구	신정3동	남자	3,917	4,385	1,128	1,268	1,516	1,648	1,273	1,469
2008	양천구	신정3동	여자	4,074	4,550	1,187	1,310	1,576	1,781	1,311	1,459
2008	양천구	신정4동	계	7,548	7,953	2,428	2,414	2,860	2,880	2,260	2,659
2008	양천구	신정4동	남자	3,838	4,042	1,192	1,169	1,471	1,498	1,175	1,375
2008	양천구	신정4동	여자	3,710	3,911	1,236	1,245	1,389	1,382	1,085	1,284
2008	양천구	신정6동	계	3,620	3,851	1,389	1,215	1,130	1,557	1,101	1,079
2008	양천구	신정6동	남자	1,743	1,864	668	586	526	760	549	518
2008	양천구	신정6동	여자	1,877	1,987	721	629	604	797	552	561
2008	양천구	신정7동	계	4,437	4,856	1,187	1,305	1,899	2,027	1,351	1,524
2008	양천구	신정7동	남자	2,151	2,310	582	612	928	971	641	727
2008	양천구	신정7동	여자	2,286	2,546	605	693	971	1,056	710	797
2008	강서구	소계	계	127,205	115,028	45,716	45,716	46,093	31,415	35,396	37,897
2008	강서구	소계	남자	62,570	56,873	22,266	22,266	22,737	15,525	17,567	19,082
2008	강서구	소계	여자	64,635	58,155	23,450	23,450	23,356	15,890	17,829	18,815
2008	강서구	염창동	계	5,917	5,899	1,537	1,492	2,459	2,220	1,921	2,187
2008	강서구	염창동	남자	2,847	2,935	761	760	1,181	1,110	905	1,065
2008	강서구	염창동	여자	3,070	2,964	776	732	1,278	1,110	1,016	1,122
2008	강서구	등촌1동	계	4,443	4,443	1,412	1,791	1,676	1,288	1,355	1,364
2008	강서구	등촌1동	남자	2,235	2,189	703	871	819	607	713	711
2008	강서구	등촌1동	여자	2,208	2,254	709	920	857	681	642	653
2008	강서구	등촌2동	계	4,008	4,004	1,032	1,239	2,003	1,575	973	1,190
2008	강서구	등촌2동	남자	1,972	2,012	500	611	990	803	482	598
2008	강서구	등촌2동	여자	2,036	1,992	532	628	1,013	772	491	592
2008	강서구	등촌3동	계	5,648	6,198	1,560	2,473	2,441	1,772	1,647	1,953
2008	강서구	등촌3동	남자	2,727	2,952	752	1,175	1,176	828	799	949
2008	강서구	등촌3동	여자	2,921	3,246	808	1,298	1,265	944	848	1,004
2008	강서구	화곡본동	계	8,731	8,868	2,688	3,449	3,527	2,309	2,516	3,110
2008	강서구	화곡본동	남자	4,226	4,333	1,279	1,639	1,718	1,137	1,229	1,557
2008	강서구	화곡본동	여자	4,505	4,535	1,409	1,810	1,809	1,172	1,287	1,553
2008	강서구	화곡2동	계	4,724	4,883	1,795	2,084	1,805	1,288	1,124	1,511
2008	강서구	화곡2동	남자	2,320	2,388	861	995	893	644	566	749
2008	강서구	화곡2동	여자	2,404	2,495	934	1,089	912	644	558	762
2008	강서구	화곡3동	계	5,337	5,401	2,059	2,358	1,948	1,468	1,330	1,575
2008	강서구	화곡3동	남자	2,660	2,727	1,016	1,155	965	750	679	822
2008	강서구	화곡3동	여자	2,677	2,674	1,043	1,203	983	718	651	753
2008	강서구	화곡4동	계	4,749	4,966	1,371	1,599	2,055	1,762	1,323	1,605
2008	강서구	화곡4동	남자	2,277	2,451	640	766	993	879	644	806
2008	강서구	화곡4동	여자	2,472	2,515	731	833	1,062	883	679	799
2008	강서구	화곡6동	계	5,584	5,731	2,051	2,256	1,776	1,514	1,757	1,961
2008	강서구	화곡6동	남자	2,779	2,812	990	1,095	878	730	911	987
2008	강서구	화곡6동	여자	2,805	2,919	1,061	1,161	898	784	846	974
2008	강서구	화곡8동	계	6,014	6,380	1,877	2,622	2,516	1,741	1,621	2,017
2008	강서구	화곡8동	남자	2,923	3,122	917	1,261	1,199	849	807	1,012
2008	강서구	화곡8동	여자	3,091	3,258	960	1,361	1,317	892	814	1,005
2008	강서구	가양1동	계	3,421	3,780	1,106	1,570	1,221	879	1,094	1,331
2008	강서구	가양1동	남자	1,714	1,935	550	805	603	446	561	684
2008	강서구	가양1동	여자	1,707	1,845	556	765	618	433	533	647
2008	강서구	가양2동	계	2,652	2,982	686	1,214	1,155	796	811	972
2008	강서구	가양2동	남자	1,371	1,508	344	612	595	396	432	500
2008	강서구	가양2동	여자	1,281	1,474	342	602	560	400	379	472
2008	강서구	가양3동	계	2,917	3,485	785	1,273	1,165	1,079	967	1,133
2008	강서구	가양3동	남자	1,430	1,743	381	660	571	526	478	557
2008	강서구	가양3동	여자	1,487	1,742	404	613	594	553	489	576
2008	강서구	발산1동	계	14,499	4,531	6,840	2,151	4,894	1,070	2,765	1,310
2008	강서구	발산1동	남자	7,025	2,172	3,288	1,032	2,393	507	1,344	633
2008	강서구	발산1동	여자	7,474	2,359	3,552	1,119	2,501	563	1,421	677
2008	강서구	공항동	계	4,600	5,606	1,385	2,293	1,333	1,072	1,882	2,241
2008	강서구	공항동	남자	2,359	2,925	697	1,136	704	608	958	1,181
2008	강서구	공항동	여자	2,241	2,681	688	1,157	629	464	924	1,060
2008	강서구	방화1동	계	6,669	6,340	3,136	3,013	1,603	1,156	1,930	2,171
2008	강서구	방화1동	남자	3,416	3,176	1,606	1,468	847	566	963	1,142
2008	강서구	방화1동	여자	3,253	3,164	1,530	1,545	756	590	967	1,029
2008	강서구	방화2동	계	4,880	5,235	1,949	2,297	1,222	945	1,709	1,993
2008	강서구	방화2동	남자	2,474	2,584	975	1,106	644	474	855	1,004
2008	강서구	방화2동	여자	2,406	2,651	974	1,191	578	471	854	989
2008	강서구	방화3동	계	4,768	5,276	1,573	2,095	1,424	1,295	1,771	1,886
2008	강서구	방화3동	남자	2,337	2,570	745	1,037	745	610	847	923
2008	강서구	방화3동	여자	2,431	2,706	828	1,058	679	685	924	963
2008	강서구	화곡1동	계	11,456	12,107	3,082	3,996	5,096	4,165	3,278	3,946
2008	강서구	화곡1동	남자	5,684	6,013	1,505	1,923	2,522	2,079	1,657	2,011
2008	강서구	화곡1동	여자	5,772	6,094	1,577	2,073	2,574	2,086	1,621	1,935
2008	강서구	우장산동	계	16,188	8,913	7,792	4,451	4,774	2,021	3,622	2,441
2008	강서구	우장산동	남자	7,794	4,326	3,756	2,159	2,301	976	1,737	1,191
2008	강서구	우장산동	여자	8,394	4,587	4,036	2,292	2,473	1,045	1,885	1,250
2008	구로구	소계	계	72,802	76,899	19,091	19,091	25,928	25,253	27,783	32,555
2008	구로구	소계	남자	36,599	38,928	9,518	9,518	13,188	12,856	13,893	16,554
2008	구로구	소계	여자	36,203	37,971	9,573	9,573	12,740	12,397	13,890	16,001
2008	구로구	신도림동	계	5,771	5,194	877	531	2,781	2,563	2,113	2,100
2008	구로구	신도림동	남자	2,771	2,569	416	269	1,353	1,272	1,002	1,028
2008	구로구	신도림동	여자	3,000	2,625	461	262	1,428	1,291	1,111	1,072
2008	구로구	구로1동	계	3,432	3,643	389	483	1,675	1,517	1,368	1,643
2008	구로구	구로1동	남자	1,696	1,769	203	256	840	722	653	791
2008	구로구	구로1동	여자	1,736	1,874	186	227	835	795	715	852
2008	구로구	구로3동	계	9,785	6,633	5,712	2,392	1,966	1,997	2,107	2,244
2008	구로구	구로3동	남자	4,989	3,388	2,938	1,186	1,003	1,067	1,048	1,135
2008	구로구	구로3동	여자	4,796	3,245	2,774	1,206	963	930	1,059	1,109
2008	구로구	구로4동	계	7,037	6,344	1,173	1,241	3,005	2,753	2,859	2,350
2008	구로구	구로4동	남자	3,673	3,264	605	581	1,556	1,464	1,512	1,219
2008	구로구	구로4동	여자	3,364	3,080	568	660	1,449	1,289	1,347	1,131
2008	구로구	구로5동	계	5,267	5,897	1,577	1,760	1,978	1,921	1,712	2,216
2008	구로구	구로5동	남자	2,643	3,011	763	896	977	989	903	1,126
2008	구로구	구로5동	여자	2,624	2,886	814	864	1,001	932	809	1,090
2008	구로구	고척1동	계	5,513	6,151	1,158	1,217	2,482	2,588	1,873	2,346
2008	구로구	고척1동	남자	2,754	3,145	576	610	1,252	1,339	926	1,196
2008	구로구	고척1동	여자	2,759	3,006	582	607	1,230	1,249	947	1,150
2008	구로구	고척2동	계	2,467	3,141	563	691	960	1,208	944	1,242
2008	구로구	고척2동	남자	1,343	1,712	290	361	548	674	505	677
2008	구로구	고척2동	여자	1,124	1,429	273	330	412	534	439	565
2008	구로구	개봉2동	계	4,382	4,092	1,474	1,132	1,437	1,322	1,471	1,638
2008	구로구	개봉2동	남자	2,211	2,058	733	564	737	670	741	824
2008	구로구	개봉2동	여자	2,171	2,034	741	568	700	652	730	814
2008	구로구	개봉3동	계	4,593	5,270	1,523	1,737	1,556	1,506	1,514	2,027
2008	구로구	개봉3동	남자	2,325	2,680	772	889	791	754	762	1,037
2008	구로구	개봉3동	여자	2,268	2,590	751	848	765	752	752	990
2008	구로구	오류1동	계	6,499	7,068	2,494	2,456	1,739	1,782	2,266	2,830
2008	구로구	오류1동	남자	3,273	3,590	1,243	1,222	885	929	1,145	1,439
2008	구로구	오류1동	여자	3,226	3,478	1,251	1,234	854	853	1,121	1,391
2008	구로구	오류2동	계	5,725	6,012	1,562	1,410	1,683	1,747	2,480	2,855
2008	구로구	오류2동	남자	2,835	2,946	763	666	878	852	1,194	1,428
2008	구로구	오류2동	여자	2,890	3,066	799	744	805	895	1,286	1,427
2008	구로구	수궁동	계	3,761	3,912	1,027	989	906	859	1,828	2,064
2008	구로구	수궁동	남자	1,812	1,931	488	491	443	422	881	1,018
2008	구로구	수궁동	여자	1,949	1,981	539	498	463	437	947	1,046
2008	구로구	가리봉동	계	3,969	3,893	1,129	1,106	1,263	970	1,577	1,817
2008	구로구	가리봉동	남자	2,044	1,963	575	538	669	483	800	942
2008	구로구	가리봉동	여자	1,925	1,930	554	568	594	487	777	875
2008	구로구	구로2동	계	4,663	5,349	1,070	1,164	1,457	1,458	2,136	2,727
2008	구로구	구로2동	남자	2,297	2,633	536	578	704	698	1,057	1,357
2008	구로구	구로2동	여자	2,366	2,716	534	586	753	760	1,079	1,370
2008	구로구	개봉1동	계	3,657	3,791	842	849	1,076	883	1,739	2,059
2008	구로구	개봉1동	남자	1,868	1,981	429	439	552	441	887	1,101
2008	구로구	개봉1동	여자	1,789	1,810	413	410	524	442	852	958
2008	금천구	소계	계	42,730	46,558	13,720	13,720	13,682	13,010	15,328	19,828
2008	금천구	소계	남자	22,008	24,043	6,927	6,927	7,146	6,730	7,935	10,386
2008	금천구	소계	여자	20,722	22,515	6,793	6,793	6,536	6,280	7,393	9,442
2008	금천구	가산동	계	3,920	4,176	573	676	1,644	1,762	1,703	1,738
2008	금천구	가산동	남자	2,243	2,331	329	372	945	966	969	993
2008	금천구	가산동	여자	1,677	1,845	244	304	699	796	734	745
2008	금천구	독산1동	계	6,508	6,067	1,180	1,100	2,159	1,668	3,169	3,299
2008	금천구	독산1동	남자	3,366	3,129	617	567	1,100	859	1,649	1,703
2008	금천구	독산1동	여자	3,142	2,938	563	533	1,059	809	1,520	1,596
2008	금천구	독산2동	계	4,381	4,932	1,918	1,948	1,128	1,160	1,335	1,824
2008	금천구	독산2동	남자	2,228	2,506	966	972	592	577	670	957
2008	금천구	독산2동	여자	2,153	2,426	952	976	536	583	665	867
2008	금천구	독산3동	계	4,731	5,444	1,088	1,318	2,171	2,062	1,472	2,064
2008	금천구	독산3동	남자	2,434	2,794	547	643	1,139	1,070	748	1,081
2008	금천구	독산3동	여자	2,297	2,650	541	675	1,032	992	724	983
2008	금천구	독산4동	계	3,720	4,111	1,559	1,577	1,101	975	1,060	1,559
2008	금천구	독산4동	남자	1,883	2,148	762	833	566	502	555	813
2008	금천구	독산4동	여자	1,837	1,963	797	744	535	473	505	746
2008	금천구	시흥1동	계	5,831	6,880	2,161	2,362	1,530	1,518	2,140	3,000
2008	금천구	시흥1동	남자	3,024	3,537	1,104	1,158	769	810	1,151	1,569
2008	금천구	시흥1동	여자	2,807	3,343	1,057	1,204	761	708	989	1,431
2008	금천구	시흥2동	계	3,543	3,901	920	800	1,466	1,434	1,157	1,667
2008	금천구	시흥2동	남자	1,728	1,906	432	383	752	716	544	807
2008	금천구	시흥2동	여자	1,815	1,995	488	417	714	718	613	860
2008	금천구	시흥3동	계	1,699	2,151	439	489	447	438	813	1,224
2008	금천구	시흥3동	남자	849	1,093	218	258	227	219	404	616
2008	금천구	시흥3동	여자	850	1,058	221	231	220	219	409	608
2008	금천구	시흥4동	계	4,114	4,659	1,884	1,827	1,086	1,117	1,144	1,715
2008	금천구	시흥4동	남자	2,120	2,411	964	926	577	575	579	910
2008	금천구	시흥4동	여자	1,994	2,248	920	901	509	542	565	805
2008	금천구	시흥5동	계	4,283	4,237	1,998	1,623	950	876	1,335	1,738
2008	금천구	시흥5동	남자	2,133	2,188	988	815	479	436	666	937
2008	금천구	시흥5동	여자	2,150	2,049	1,010	808	471	440	669	801
2008	영등포구	소계	계	77,094	81,344	19,171	19,171	32,946	33,804	24,977	28,369
2008	영등포구	소계	남자	39,193	41,504	9,676	9,676	16,689	17,104	12,828	14,724
2008	영등포구	소계	여자	37,901	39,840	9,495	9,495	16,257	16,700	12,149	13,645
2008	영등포구	여의동	계	5,080	5,669	1,646	1,563	1,714	2,118	1,720	1,988
2008	영등포구	여의동	남자	2,626	2,880	842	792	879	1,051	905	1,037
2008	영등포구	여의동	여자	2,454	2,789	804	771	835	1,067	815	951
2008	영등포구	당산1동	계	4,121	3,990	963	1,096	1,612	1,511	1,546	1,383
2008	영등포구	당산1동	남자	2,537	2,325	569	598	1,018	893	950	834
2008	영등포구	당산1동	여자	1,584	1,665	394	498	594	618	596	549
2008	영등포구	당산2동	계	5,981	4,775	603	416	3,619	2,765	1,759	1,594
2008	영등포구	당산2동	남자	2,878	2,328	272	207	1,748	1,350	858	771
2008	영등포구	당산2동	여자	3,103	2,447	331	209	1,871	1,415	901	823
2008	영등포구	양평1동	계	4,338	4,725	1,077	1,253	1,795	1,834	1,466	1,638
2008	영등포구	양평1동	남자	2,229	2,399	549	632	917	921	763	846
2008	영등포구	양평1동	여자	2,109	2,326	528	621	878	913	703	792
2008	영등포구	양평2동	계	5,574	6,101	1,212	1,190	2,478	2,829	1,884	2,082
2008	영등포구	양평2동	남자	2,727	3,053	588	614	1,209	1,393	930	1,046
2008	영등포구	양평2동	여자	2,847	3,048	624	576	1,269	1,436	954	1,036
2008	영등포구	신길1동	계	4,342	5,023	1,287	1,403	1,593	1,797	1,462	1,823
2008	영등포구	신길1동	남자	2,159	2,555	631	666	795	941	733	948
2008	영등포구	신길1동	여자	2,183	2,468	656	737	798	856	729	875
2008	영등포구	신길3동	계	6,214	5,695	1,483	1,157	2,960	2,586	1,771	1,952
2008	영등포구	신길3동	남자	3,126	2,908	728	575	1,473	1,329	925	1,004
2008	영등포구	신길3동	여자	3,088	2,787	755	582	1,487	1,257	846	948
2008	영등포구	신길4동	계	3,639	3,709	819	798	1,704	1,704	1,116	1,207
2008	영등포구	신길4동	남자	1,810	1,905	408	390	843	885	559	630
2008	영등포구	신길4동	여자	1,829	1,804	411	408	861	819	557	577
2008	영등포구	신길5동	계	3,449	3,632	625	622	1,714	1,721	1,110	1,289
2008	영등포구	신길5동	남자	1,787	1,887	316	320	898	877	573	690
2008	영등포구	신길5동	여자	1,662	1,745	309	302	816	844	537	599
2008	영등포구	신길6동	계	3,901	4,448	1,104	1,229	1,415	1,701	1,382	1,518
2008	영등포구	신길6동	남자	2,025	2,275	572	631	706	848	747	796
2008	영등포구	신길6동	여자	1,876	2,173	532	598	709	853	635	722
2008	영등포구	신길7동	계	3,006	3,662	1,219	1,336	942	1,146	845	1,180
2008	영등포구	신길7동	남자	1,512	1,826	612	657	476	557	424	612
2008	영등포구	신길7동	여자	1,494	1,836	607	679	466	589	421	568
2008	영등포구	대림1동	계	2,124	2,417	747	801	776	826	601	790
2008	영등포구	대림1동	남자	1,058	1,240	372	409	396	433	290	398
2008	영등포구	대림1동	여자	1,066	1,177	375	392	380	393	311	392
2008	영등포구	대림2동	계	3,989	3,584	1,595	1,147	1,388	1,161	1,006	1,276
2008	영등포구	대림2동	남자	1,992	1,819	822	605	700	584	470	630
2008	영등포구	대림2동	여자	1,997	1,765	773	542	688	577	536	646
2008	영등포구	대림3동	계	4,258	4,618	995	998	2,045	2,125	1,218	1,495
2008	영등포구	대림3동	남자	2,126	2,291	492	471	1,010	1,068	624	752
2008	영등포구	대림3동	여자	2,132	2,327	503	527	1,035	1,057	594	743
2008	영등포구	영등포본동	계	4,567	4,946	777	938	1,616	1,946	2,174	2,062
2008	영등포구	영등포본동	남자	2,285	2,469	388	483	809	938	1,088	1,048
2008	영등포구	영등포본동	여자	2,282	2,477	389	455	807	1,008	1,086	1,014
2008	영등포구	영등포동	계	3,245	4,161	1,039	1,210	1,255	1,554	951	1,397
2008	영등포구	영등포동	남자	1,680	2,128	526	595	651	781	503	752
2008	영등포구	영등포동	여자	1,565	2,033	513	615	604	773	448	645
2008	영등포구	도림동	계	3,872	4,081	718	817	1,943	1,808	1,211	1,456
2008	영등포구	도림동	남자	1,922	2,042	348	422	975	878	599	742
2008	영등포구	도림동	여자	1,950	2,039	370	395	968	930	612	714
2008	영등포구	문래동	계	5,394	6,108	1,262	1,197	2,377	2,672	1,755	2,239
2008	영등포구	문래동	남자	2,714	3,174	641	609	1,186	1,377	887	1,188
2008	영등포구	문래동	여자	2,680	2,934	621	588	1,191	1,295	868	1,051
2008	동작구	소계	계	78,779	86,766	20,941	20,941	32,671	37,608	25,167	28,217
2008	동작구	소계	남자	38,815	43,286	10,174	10,174	15,974	18,620	12,667	14,492
2008	동작구	소계	여자	39,964	43,480	10,767	10,767	16,697	18,988	12,500	13,725
2008	동작구	노량진2동	계	3,589	3,854	1,197	1,068	1,116	1,391	1,276	1,395
2008	동작구	노량진2동	남자	1,847	1,981	579	516	594	716	674	749
2008	동작구	노량진2동	여자	1,742	1,873	618	552	522	675	602	646
2008	동작구	상도1동	계	7,701	7,916	1,777	1,672	3,145	3,493	2,779	2,751
2008	동작구	상도1동	남자	3,818	3,998	869	829	1,527	1,725	1,422	1,444
2008	동작구	상도1동	여자	3,883	3,918	908	843	1,618	1,768	1,357	1,307
2008	동작구	상도2동	계	7,199	4,812	2,669	1,694	2,813	1,699	1,717	1,419
2008	동작구	상도2동	남자	3,494	2,393	1,320	826	1,357	848	817	719
2008	동작구	상도2동	여자	3,705	2,419	1,349	868	1,456	851	900	700
2008	동작구	상도3동	계	4,739	4,998	1,913	1,634	1,613	1,819	1,213	1,545
2008	동작구	상도3동	남자	2,273	2,442	919	793	776	876	578	773
2008	동작구	상도3동	여자	2,466	2,556	994	841	837	943	635	772
2008	동작구	상도4동	계	5,385	6,057	2,100	2,181	1,797	2,020	1,488	1,856
2008	동작구	상도4동	남자	2,626	3,024	1,023	1,058	885	1,034	718	932
2008	동작구	상도4동	여자	2,759	3,033	1,077	1,123	912	986	770	924
2008	동작구	사당1동	계	5,417	5,706	980	864	2,672	2,819	1,765	2,023
2008	동작구	사당1동	남자	2,626	2,849	459	440	1,293	1,391	874	1,018
2008	동작구	사당1동	여자	2,791	2,857	521	424	1,379	1,428	891	1,005
2008	동작구	사당3동	계	4,461	7,016	1,146	2,004	1,916	2,954	1,399	2,058
2008	동작구	사당3동	남자	2,194	3,464	543	985	939	1,474	712	1,005
2008	동작구	사당3동	여자	2,267	3,552	603	1,019	977	1,480	687	1,053
2008	동작구	사당4동	계	3,919	3,259	1,407	1,026	1,526	1,211	986	1,022
2008	동작구	사당4동	남자	1,930	1,603	705	489	732	604	493	510
2008	동작구	사당4동	여자	1,989	1,656	702	537	794	607	493	512
2008	동작구	사당5동	계	3,427	3,415	1,154	784	1,266	1,431	1,007	1,200
2008	동작구	사당5동	남자	1,674	1,663	570	374	614	713	490	576
2008	동작구	사당5동	여자	1,753	1,752	584	410	652	718	517	624
2008	동작구	대방동	계	7,056	7,194	1,764	1,377	3,261	3,655	2,031	2,162
2008	동작구	대방동	남자	3,437	3,571	832	671	1,595	1,798	1,010	1,102
2008	동작구	대방동	여자	3,619	3,623	932	706	1,666	1,857	1,021	1,060
2008	동작구	신대방1동	계	4,801	4,788	437	418	2,786	2,785	1,578	1,585
2008	동작구	신대방1동	남자	2,322	2,344	208	198	1,359	1,335	755	811
2008	동작구	신대방1동	여자	2,479	2,444	229	220	1,427	1,450	823	774
2008	동작구	신대방2동	계	4,307	4,688	1,024	1,034	1,948	2,266	1,335	1,388
2008	동작구	신대방2동	남자	2,051	2,275	495	472	951	1,107	605	696
2008	동작구	신대방2동	여자	2,256	2,413	529	562	997	1,159	730	692
2008	동작구	흑석동	계	5,018	8,231	609	1,772	2,064	3,535	2,345	2,924
2008	동작구	흑석동	남자	2,598	4,254	293	914	1,052	1,801	1,253	1,539
2008	동작구	흑석동	여자	2,420	3,977	316	858	1,012	1,734	1,092	1,385
2008	동작구	노량진1동	계	6,222	7,710	1,629	2,192	2,118	2,928	2,475	2,590
2008	동작구	노량진1동	남자	3,244	3,958	797	1,042	1,055	1,465	1,392	1,451
2008	동작구	노량진1동	여자	2,978	3,752	832	1,150	1,063	1,463	1,083	1,139
2008	동작구	사당2동	계	5,538	7,122	1,135	1,221	2,630	3,602	1,773	2,299
2008	동작구	사당2동	남자	2,681	3,467	562	567	1,245	1,733	874	1,167
2008	동작구	사당2동	여자	2,857	3,655	573	654	1,385	1,869	899	1,132
2008	관악구	소계	계	115,476	120,609	34,953	34,953	37,500	42,264	43,023	43,392
2008	관악구	소계	남자	59,495	62,344	17,657	17,657	19,341	21,660	22,497	23,027
