기간	컬럼1	컬럼2	성별	구분	구분	구분	구분	구분	구분	구분	구분
2007	은평구	역촌2동	여자	2,623	2,689	1,440	1,231	582	653	601	805
2007	은평구	신사1동	계	6,115	5,897	3,013	2,504	1,625	1,566	1,477	1,827
2007	은평구	신사1동	남자	2,977	2,856	1,505	1,218	772	757	700	881
2007	은평구	신사1동	여자	3,138	3,041	1,508	1,286	853	809	777	946
2007	은평구	신사2동	계	4,759	4,979	1,964	1,947	1,618	1,512	1,177	1,520
2007	은평구	신사2동	남자	2,417	2,507	1,013	969	832	764	572	774
2007	은평구	신사2동	여자	2,342	2,472	951	978	786	748	605	746
2007	은평구	증산동	계	4,272	4,375	1,077	1,414	1,859	1,496	1,336	1,465
2007	은평구	증산동	남자	2,084	2,126	564	687	902	743	618	696
2007	은평구	증산동	여자	2,188	2,249	513	727	957	753	718	769
2007	은평구	수색동	계	3,243	3,717	636	993	1,447	1,285	1,160	1,439
2007	은평구	수색동	남자	1,560	1,870	308	507	704	633	548	730
2007	은평구	수색동	여자	1,683	1,847	328	486	743	652	612	709
2007	은평구	진관동	계	445	2,442	133	1,149	114	528	198	765
2007	은평구	진관동	남자	229	1,308	76	609	53	287	100	412
2007	은평구	진관동	여자	216	1,134	57	540	61	241	98	353
2007	서대문구	소계	계	67,811	69,545	18,132	18,132	29,111	30,022	20,568	21,391
2007	서대문구	소계	남자	32,658	33,741	8,548	8,548	14,225	14,669	9,885	10,524
2007	서대문구	소계	여자	35,153	35,804	9,584	9,584	14,886	15,353	10,683	10,867
2007	서대문구	충정로동	계	2,332	2,453	446	563	1,173	1,198	713	692
2007	서대문구	충정로동	남자	1,204	1,246	210	262	617	623	377	361
2007	서대문구	충정로동	여자	1,128	1,207	236	301	556	575	336	331
2007	서대문구	천연동	계	3,512	3,650	507	616	1,907	1,963	1,098	1,071
2007	서대문구	천연동	남자	1,739	1,744	244	288	943	948	552	508
2007	서대문구	천연동	여자	1,773	1,906	263	328	964	1,015	546	563
2007	서대문구	북아현1동	계	2,272	2,231	487	578	995	973	790	680
2007	서대문구	북아현1동	남자	1,136	1,089	225	292	513	457	398	340
2007	서대문구	북아현1동	여자	1,136	1,142	262	286	482	516	392	340
2007	서대문구	북아현2동	계	1,907	2,052	478	529	805	840	624	683
2007	서대문구	북아현2동	남자	894	946	217	259	393	377	284	310
2007	서대문구	북아현2동	여자	1,013	1,106	261	270	412	463	340	373
2007	서대문구	북아현3동	계	2,821	2,818	887	742	1,120	1,181	814	895
2007	서대문구	북아현3동	남자	1,356	1,393	441	360	559	586	356	447
2007	서대문구	북아현3동	여자	1,465	1,425	446	382	561	595	458	448
2007	서대문구	대신동	계	2,112	2,248	363	470	874	1,036	875	742
2007	서대문구	대신동	남자	834	932	149	188	368	439	317	305
2007	서대문구	대신동	여자	1,278	1,316	214	282	506	597	558	437
2007	서대문구	창천동	계	3,657	3,692	374	414	1,505	1,894	1,778	1,384
2007	서대문구	창천동	남자	1,789	1,802	178	210	747	891	864	701
2007	서대문구	창천동	여자	1,868	1,890	196	204	758	1,003	914	683
2007	서대문구	연희1동	계	2,838	3,575	883	1,117	1,158	1,468	797	990
2007	서대문구	연희1동	남자	1,344	1,691	411	516	548	698	385	477
2007	서대문구	연희1동	여자	1,494	1,884	472	601	610	770	412	513
2007	서대문구	연희2동	계	2,133	2,196	943	823	665	727	525	646
2007	서대문구	연희2동	남자	1,020	1,072	445	405	332	349	243	318
2007	서대문구	연희2동	여자	1,113	1,124	498	418	333	378	282	328
2007	서대문구	연희3동	계	4,124	4,122	1,127	1,035	1,497	1,807	1,500	1,280
2007	서대문구	연희3동	남자	2,091	2,104	534	502	737	938	820	664
2007	서대문구	연희3동	여자	2,033	2,018	593	533	760	869	680	616
2007	서대문구	홍제1동	계	2,995	3,122	1,046	997	1,149	1,202	800	923
2007	서대문구	홍제1동	남자	1,399	1,449	467	442	530	573	402	434
2007	서대문구	홍제1동	여자	1,596	1,673	579	555	619	629	398	489
2007	서대문구	홍제2동	계	2,378	2,403	652	648	1,011	1,024	715	731
2007	서대문구	홍제2동	남자	1,133	1,166	322	312	473	495	338	359
2007	서대문구	홍제2동	여자	1,245	1,237	330	336	538	529	377	372
2007	서대문구	홍제3동	계	3,636	3,944	1,189	1,123	1,486	1,584	961	1,237
2007	서대문구	홍제3동	남자	1,741	1,956	533	535	739	793	469	628
2007	서대문구	홍제3동	여자	1,895	1,988	656	588	747	791	492	609
2007	서대문구	홍제4동	계	2,829	2,780	745	731	1,326	1,329	758	720
2007	서대문구	홍제4동	남자	1,349	1,321	344	352	643	637	362	332
2007	서대문구	홍제4동	여자	1,480	1,459	401	379	683	692	396	388
2007	서대문구	홍은1동	계	1,829	1,905	672	603	736	810	421	492
2007	서대문구	홍은1동	남자	877	917	327	278	350	399	200	240
2007	서대문구	홍은1동	여자	952	988	345	325	386	411	221	252
2007	서대문구	홍은2동	계	2,752	3,157	743	898	1,243	1,361	766	898
2007	서대문구	홍은2동	남자	1,324	1,508	357	409	602	675	365	424
2007	서대문구	홍은2동	여자	1,428	1,649	386	489	641	686	401	474
2007	서대문구	홍은3동	계	5,866	5,748	1,780	1,650	2,473	2,284	1,613	1,814
2007	서대문구	홍은3동	남자	2,800	2,818	843	787	1,202	1,121	755	910
2007	서대문구	홍은3동	여자	3,066	2,930	937	863	1,271	1,163	858	904
2007	서대문구	남가좌1동	계	2,734	2,754	748	760	1,080	1,087	906	907
2007	서대문구	남가좌1동	남자	1,321	1,328	359	334	536	540	426	454
2007	서대문구	남가좌1동	여자	1,413	1,426	389	426	544	547	480	453
2007	서대문구	남가좌2동	계	5,291	5,594	1,696	1,781	2,145	2,055	1,450	1,758
2007	서대문구	남가좌2동	남자	2,529	2,746	804	836	1,032	1,032	693	878
2007	서대문구	남가좌2동	여자	2,762	2,848	892	945	1,113	1,023	757	880
2007	서대문구	북가좌1동	계	3,292	3,105	816	786	1,522	1,295	954	1,024
2007	서대문구	북가좌1동	남자	1,617	1,548	386	369	770	663	461	516
2007	서대문구	북가좌1동	여자	1,675	1,557	430	417	752	632	493	508
2007	서대문구	북가좌2동	계	6,501	5,996	1,550	1,268	3,241	2,904	1,710	1,824
2007	서대문구	북가좌2동	남자	3,161	2,965	752	612	1,591	1,435	818	918
2007	서대문구	북가좌2동	여자	3,340	3,031	798	656	1,650	1,469	892	906
2007	마포구	소계	계	82,085	83,227	22,421	22,421	33,459	34,773	26,205	26,033
2007	마포구	소계	남자	40,061	40,598	10,768	10,768	16,456	17,095	12,837	12,735
2007	마포구	소계	여자	42,024	42,629	11,653	11,653	17,003	17,678	13,368	13,298
2007	마포구	아현1동	계	2,210	2,544	413	433	1,124	1,379	673	732
2007	마포구	아현1동	남자	1,139	1,301	203	224	567	694	369	383
2007	마포구	아현1동	여자	1,071	1,243	210	209	557	685	304	349
2007	마포구	아현2동	계	2,580	2,773	477	530	1,200	1,372	903	871
2007	마포구	아현2동	남자	1,317	1,374	239	248	613	696	465	430
2007	마포구	아현2동	여자	1,263	1,399	238	282	587	676	438	441
2007	마포구	공덕1동	계	2,785	2,689	558	495	1,458	1,413	769	781
2007	마포구	공덕1동	남자	1,330	1,302	263	246	699	683	368	373
2007	마포구	공덕1동	여자	1,455	1,387	295	249	759	730	401	408
2007	마포구	공덕2동	계	2,617	2,878	549	646	1,190	1,375	878	857
2007	마포구	공덕2동	남자	1,285	1,414	271	320	565	678	449	416
2007	마포구	공덕2동	여자	1,332	1,464	278	326	625	697	429	441
2007	마포구	신공덕동	계	2,479	2,706	460	744	1,288	1,275	731	687
2007	마포구	신공덕동	남자	1,212	1,355	243	349	638	666	331	340
2007	마포구	신공덕동	여자	1,267	1,351	217	395	650	609	400	347
2007	마포구	용강동	계	4,161	4,430	1,055	1,169	1,839	1,981	1,267	1,280
2007	마포구	용강동	남자	1,961	2,131	501	571	863	952	597	608
2007	마포구	용강동	여자	2,200	2,299	554	598	976	1,029	670	672
2007	마포구	대흥동	계	4,656	4,283	1,046	976	1,654	1,796	1,956	1,511
2007	마포구	대흥동	남자	2,295	2,119	515	483	807	894	973	742
2007	마포구	대흥동	여자	2,361	2,164	531	493	847	902	983	769
2007	마포구	염리동	계	3,297	3,684	904	910	1,272	1,534	1,121	1,240
2007	마포구	염리동	남자	1,640	1,800	455	444	637	765	548	591
2007	마포구	염리동	여자	1,657	1,884	449	466	635	769	573	649
2007	마포구	신수동	계	4,866	4,542	1,465	1,352	1,864	1,786	1,537	1,404
2007	마포구	신수동	남자	2,499	2,291	729	647	952	914	818	730
2007	마포구	신수동	여자	2,367	2,251	736	705	912	872	719	674
2007	마포구	서교동	계	4,785	5,213	1,523	1,843	1,573	1,879	1,689	1,491
2007	마포구	서교동	남자	2,303	2,493	690	873	786	942	827	678
2007	마포구	서교동	여자	2,482	2,720	833	970	787	937	862	813
2007	마포구	동교동	계	3,435	3,900	770	1,167	1,244	1,565	1,421	1,168
2007	마포구	동교동	남자	1,613	1,795	355	531	600	736	658	528
2007	마포구	동교동	여자	1,822	2,105	415	636	644	829	763	640
2007	마포구	합정동	계	4,780	4,923	1,524	1,599	1,678	1,816	1,578	1,508
2007	마포구	합정동	남자	2,346	2,413	749	779	797	887	800	747
2007	마포구	합정동	여자	2,434	2,510	775	820	881	929	778	761
2007	마포구	망원1동	계	4,898	5,453	1,955	2,031	1,666	1,705	1,277	1,717
2007	마포구	망원1동	남자	2,396	2,686	964	999	823	823	609	864
2007	마포구	망원1동	여자	2,502	2,767	991	1,032	843	882	668	853
2007	마포구	망원2동	계	4,190	4,541	1,660	1,647	1,375	1,390	1,155	1,504
2007	마포구	망원2동	남자	2,046	2,258	825	814	685	706	536	738
2007	마포구	망원2동	여자	2,144	2,283	835	833	690	684	619	766
2007	마포구	연남동	계	4,702	4,712	1,442	1,232	1,886	2,054	1,374	1,426
2007	마포구	연남동	남자	2,307	2,256	692	592	965	998	650	666
2007	마포구	연남동	여자	2,395	2,456	750	640	921	1,056	724	760
2007	마포구	성산1동	계	4,365	4,643	1,867	1,731	1,384	1,545	1,114	1,367
2007	마포구	성산1동	남자	2,157	2,263	884	826	704	750	569	687
2007	마포구	성산1동	여자	2,208	2,380	983	905	680	795	545	680
2007	마포구	성산2동	계	5,784	6,256	1,336	1,195	2,534	2,817	1,914	2,244
2007	마포구	성산2동	남자	2,780	3,008	623	559	1,255	1,346	902	1,103
2007	마포구	성산2동	여자	3,004	3,248	713	636	1,279	1,471	1,012	1,141
2007	마포구	상암동	계	4,766	3,620	822	493	2,555	1,847	1,389	1,280
2007	마포구	상암동	남자	2,352	1,796	388	212	1,284	937	680	647
2007	마포구	상암동	여자	2,414	1,824	434	281	1,271	910	709	633
2007	마포구	도화동	계	3,979	4,276	657	759	2,038	2,237	1,284	1,280
2007	마포구	도화동	남자	1,896	2,045	323	348	954	1,070	619	627
2007	마포구	도화동	여자	2,083	2,231	334	411	1,084	1,167	665	653
2007	마포구	서강동	계	6,750	5,161	1,938	1,469	2,637	2,007	2,175	1,685
2007	마포구	서강동	남자	3,187	2,498	856	703	1,262	958	1,069	837
2007	마포구	서강동	여자	3,563	2,663	1,082	766	1,375	1,049	1,106	848
2007	양천구	소계	계	92,032	92,960	29,097	29,097	35,085	34,306	27,850	29,557
2007	양천구	소계	남자	45,459	46,010	14,293	14,293	17,513	16,863	13,653	14,854
2007	양천구	소계	여자	46,573	46,950	14,804	14,804	17,572	17,443	14,197	14,703
2007	양천구	목1동	계	7,001	5,062	2,439	1,529	2,635	2,118	1,927	1,415
2007	양천구	목1동	남자	3,312	2,427	1,156	735	1,281	1,008	875	684
2007	양천구	목1동	여자	3,689	2,635	1,283	794	1,354	1,110	1,052	731
2007	양천구	목2동	계	6,051	5,476	1,639	1,282	2,598	2,304	1,814	1,890
2007	양천구	목2동	남자	2,910	2,688	776	623	1,283	1,119	851	946
2007	양천구	목2동	여자	3,141	2,788	863	659	1,315	1,185	963	944
2007	양천구	목3동	계	5,146	4,822	1,301	1,161	2,469	2,272	1,376	1,389
2007	양천구	목3동	남자	2,495	2,314	637	567	1,202	1,093	656	654
2007	양천구	목3동	여자	2,651	2,508	664	594	1,267	1,179	720	735
2007	양천구	목4동	계	5,783	5,697	1,721	1,854	2,341	2,266	1,721	1,577
2007	양천구	목4동	남자	2,903	2,823	860	914	1,174	1,125	869	784
2007	양천구	목4동	여자	2,880	2,874	861	940	1,167	1,141	852	793
2007	양천구	목5동	계	3,543	3,620	1,138	1,515	1,412	1,257	993	848
2007	양천구	목5동	남자	1,718	1,785	562	721	670	633	486	431
2007	양천구	목5동	여자	1,825	1,835	576	794	742	624	507	417
2007	양천구	목6동	계	3,812	3,753	1,148	1,338	1,524	1,544	1,140	871
2007	양천구	목6동	남자	1,880	1,855	557	644	762	769	561	442
2007	양천구	목6동	여자	1,932	1,898	591	694	762	775	579	429
2007	양천구	신월1동	계	5,188	5,809	1,188	1,163	2,396	2,548	1,604	2,098
2007	양천구	신월1동	남자	2,653	2,966	618	599	1,227	1,263	808	1,104
2007	양천구	신월1동	여자	2,535	2,843	570	564	1,169	1,285	796	994
2007	양천구	신월2동	계	4,852	4,378	2,157	1,648	1,493	1,261	1,202	1,469
2007	양천구	신월2동	남자	2,445	2,173	1,110	799	746	635	589	739
2007	양천구	신월2동	여자	2,407	2,205	1,047	849	747	626	613	730
2007	양천구	신월3동	계	3,872	3,975	904	855	1,405	1,378	1,563	1,742
2007	양천구	신월3동	남자	2,019	2,029	443	410	768	719	808	900
2007	양천구	신월3동	여자	1,853	1,946	461	445	637	659	755	842
2007	양천구	신월4동	계	3,649	4,049	1,754	1,920	1,016	987	879	1,142
2007	양천구	신월4동	남자	1,821	2,040	879	983	501	485	441	572
2007	양천구	신월4동	여자	1,828	2,009	875	937	515	502	438	570
2007	양천구	신월5동	계	3,100	3,346	649	547	1,501	1,536	950	1,263
2007	양천구	신월5동	남자	1,518	1,675	334	282	720	748	464	645
2007	양천구	신월5동	여자	1,582	1,671	315	265	781	788	486	618
2007	양천구	신월6동	계	2,620	2,812	1,045	1,164	801	737	774	911
2007	양천구	신월6동	남자	1,340	1,412	523	565	416	372	401	475
2007	양천구	신월6동	여자	1,280	1,400	522	599	385	365	373	436
2007	양천구	신월7동	계	4,489	4,727	1,419	1,428	1,565	1,332	1,505	1,967
2007	양천구	신월7동	남자	2,312	2,365	706	694	817	673	789	998
2007	양천구	신월7동	여자	2,177	2,362	713	734	748	659	716	969
2007	양천구	신정1동	계	4,017	4,155	1,487	1,559	1,286	1,441	1,244	1,155
2007	양천구	신정1동	남자	2,014	2,077	730	767	639	714	645	596
2007	양천구	신정1동	여자	2,003	2,078	757	792	647	727	599	559
2007	양천구	신정2동	계	3,492	3,621	1,079	1,286	1,334	1,332	1,079	1,003
2007	양천구	신정2동	남자	1,745	1,764	548	611	677	660	520	493
2007	양천구	신정2동	여자	1,747	1,857	531	675	657	672	559	510
2007	양천구	신정3동	계	8,608	9,352	2,370	2,791	3,275	3,279	2,963	3,282
2007	양천구	신정3동	남자	4,222	4,650	1,140	1,420	1,642	1,620	1,440	1,610
2007	양천구	신정3동	여자	4,386	4,702	1,230	1,371	1,633	1,659	1,523	1,672
2007	양천구	신정4동	계	4,030	4,260	1,561	1,597	1,344	1,398	1,125	1,265
2007	양천구	신정4동	남자	1,990	2,127	748	779	676	703	566	645
2007	양천구	신정4동	여자	2,040	2,133	813	818	668	695	559	620
2007	양천구	신정5동	계	3,990	4,429	1,277	1,343	1,461	1,675	1,252	1,411
2007	양천구	신정5동	남자	1,982	2,173	605	661	731	805	646	707
2007	양천구	신정5동	여자	2,008	2,256	672	682	730	870	606	704
2007	양천구	신정6동	계	4,155	4,331	1,527	1,648	1,398	1,514	1,230	1,169
2007	양천구	신정6동	남자	1,994	2,106	744	806	694	713	556	587
2007	양천구	신정6동	여자	2,161	2,225	783	842	704	801	674	582
2007	양천구	신정7동	계	4,634	5,286	1,294	1,469	1,831	2,127	1,509	1,690
2007	양천구	신정7동	남자	2,186	2,561	617	713	887	1,006	682	842
2007	양천구	신정7동	여자	2,448	2,725	677	756	944	1,121	827	848
2007	강서구	소계	계	112,558	111,340	39,545	39,545	39,820	33,625	33,193	38,170
2007	강서구	소계	남자	55,138	54,833	19,074	19,074	19,805	16,679	16,259	19,080
2007	강서구	소계	여자	57,420	56,507	20,471	20,471	20,015	16,946	16,934	19,090
2007	강서구	염창동	계	6,115	5,694	1,458	1,247	2,697	2,356	1,960	2,091
2007	강서구	염창동	남자	2,975	2,769	716	618	1,331	1,144	928	1,007
2007	강서구	염창동	여자	3,140	2,925	742	629	1,366	1,212	1,032	1,084
2007	강서구	등촌1동	계	4,229	4,169	1,594	1,503	1,484	1,321	1,151	1,345
2007	강서구	등촌1동	남자	2,102	2,123	788	738	746	668	568	717
2007	강서구	등촌1동	여자	2,127	2,046	806	765	738	653	583	628
2007	강서구	등촌2동	계	3,996	4,067	1,050	1,045	1,854	1,769	1,092	1,253
2007	강서구	등촌2동	남자	1,966	2,014	515	480	913	902	538	632
2007	강서구	등촌2동	여자	2,030	2,053	535	565	941	867	554	621
2007	강서구	등촌3동	계	5,536	6,285	1,626	2,378	2,223	1,910	1,687	1,997
2007	강서구	등촌3동	남자	2,628	3,017	730	1,144	1,062	924	836	949
2007	강서구	등촌3동	여자	2,908	3,268	896	1,234	1,161	986	851	1,048
2007	강서구	화곡본동	계	8,077	8,481	2,717	2,898	2,845	2,548	2,515	3,035
2007	강서구	화곡본동	남자	3,932	4,216	1,290	1,393	1,416	1,291	1,226	1,532
2007	강서구	화곡본동	여자	4,145	4,265	1,427	1,505	1,429	1,257	1,289	1,503
2007	강서구	화곡1동	계	5,303	5,908	1,495	1,837	2,350	2,254	1,458	1,817
2007	강서구	화곡1동	남자	2,610	2,963	695	921	1,193	1,129	722	913
2007	강서구	화곡1동	여자	2,693	2,945	800	916	1,157	1,125	736	904
2007	강서구	화곡2동	계	4,749	4,722	1,726	1,853	1,778	1,370	1,245	1,499
2007	강서구	화곡2동	남자	2,347	2,305	842	911	899	674	606	720
2007	강서구	화곡2동	여자	2,402	2,417	884	942	879	696	639	779
2007	강서구	화곡3동	계	4,729	5,291	1,715	1,927	1,686	1,724	1,328	1,640
2007	강서구	화곡3동	남자	2,311	2,530	812	881	834	830	665	819
2007	강서구	화곡3동	여자	2,418	2,761	903	1,046	852	894	663	821
2007	강서구	화곡4동	계	4,696	4,905	1,312	1,441	2,067	1,767	1,317	1,697
2007	강서구	화곡4동	남자	2,342	2,412	652	702	1,038	870	652	840
2007	강서구	화곡4동	여자	2,354	2,493	660	739	1,029	897	665	857
2007	강서구	화곡5동	계	4,450	4,198	2,016	1,781	1,258	1,088	1,176	1,329
2007	강서구	화곡5동	남자	2,209	2,077	966	863	628	548	615	666
2007	강서구	화곡5동	여자	2,241	2,121	1,050	918	630	540	561	663
2007	강서구	화곡6동	계	5,271	5,408	1,892	1,987	1,641	1,555	1,738	1,866
2007	강서구	화곡6동	남자	2,536	2,591	907	935	791	735	838	921
2007	강서구	화곡6동	여자	2,735	2,817	985	1,052	850	820	900	945
2007	강서구	화곡7동	계	6,201	6,799	1,921	2,278	2,561	2,269	1,719	2,252
2007	강서구	화곡7동	남자	3,034	3,347	954	1,091	1,268	1,134	812	1,122
2007	강서구	화곡7동	여자	3,167	3,452	967	1,187	1,293	1,135	907	1,130
2007	강서구	화곡8동	계	5,948	6,291	1,983	2,248	2,250	1,958	1,715	2,085
2007	강서구	화곡8동	남자	2,946	3,090	951	1,069	1,144	969	851	1,052
2007	강서구	화곡8동	여자	3,002	3,201	1,032	1,179	1,106	989	864	1,033
2007	강서구	가양1동	계	3,633	3,818	1,228	1,350	1,210	1,151	1,195	1,317
2007	강서구	가양1동	남자	1,802	1,954	600	691	600	590	602	673
2007	강서구	가양1동	여자	1,831	1,864	628	659	610	561	593	644
2007	강서구	가양2동	계	2,564	2,875	729	942	1,069	932	766	1,001
2007	강서구	가양2동	남자	1,271	1,425	344	459	551	471	376	495
2007	강서구	가양2동	여자	1,293	1,450	385	483	518	461	390	506
2007	강서구	가양3동	계	2,898	3,367	856	1,124	1,182	1,068	860	1,175
2007	강서구	가양3동	남자	1,424	1,658	426	539	606	524	392	595
2007	강서구	가양3동	여자	1,474	1,709	430	585	576	544	468	580
2007	강서구	발산1동	계	9,632	3,293	4,514	1,515	3,484	801	1,634	977
2007	강서구	발산1동	남자	4,583	1,591	2,122	729	1,694	378	767	484
2007	강서구	발산1동	여자	5,049	1,702	2,392	786	1,790	423	867	493
2007	강서구	발산2동	계	4,052	3,794	1,760	1,628	1,117	1,042	1,175	1,124
2007	강서구	발산2동	남자	1,891	1,771	826	753	517	508	548	510
2007	강서구	발산2동	여자	2,161	2,023	934	875	600	534	627	614
2007	강서구	공항동	계	4,726	5,283	1,550	1,810	1,244	1,166	1,932	2,307
2007	강서구	공항동	남자	2,453	2,771	774	925	660	613	1,019	1,233
2007	강서구	공항동	여자	2,273	2,512	776	885	584	553	913	1,074
2007	강서구	방화1동	계	5,896	6,097	2,758	2,666	1,233	1,162	1,905	2,269
2007	강서구	방화1동	남자	2,980	3,073	1,375	1,283	634	611	971	1,179
2007	강서구	방화1동	여자	2,916	3,024	1,383	1,383	599	551	934	1,090
2007	강서구	방화2동	계	5,116	5,176	2,042	1,983	1,255	1,103	1,819	2,090
2007	강서구	방화2동	남자	2,532	2,547	1,002	947	624	553	906	1,047
2007	강서구	방화2동	여자	2,584	2,629	1,040	1,036	631	550	913	1,043
2007	강서구	방화3동	계	4,741	5,419	1,603	2,104	1,332	1,311	1,806	2,004
2007	강서구	방화3동	남자	2,264	2,589	787	1,002	656	613	821	974
2007	강서구	방화3동	여자	2,477	2,830	816	1,102	676	698	985	1,030
2007	구로구	소계	계	77,492	80,945	20,837	20,837	27,283	26,330	29,372	33,778
2007	구로구	소계	남자	39,049	41,005	10,378	10,378	13,945	13,367	14,726	17,260
2007	구로구	소계	여자	38,443	39,940	10,459	10,459	13,338	12,963	14,646	16,518
2007	구로구	신도림동	계	5,263	5,249	754	655	2,548	2,458	1,961	2,136
2007	구로구	신도림동	남자	2,592	2,604	388	320	1,233	1,238	971	1,046
2007	구로구	신도림동	여자	2,671	2,645	366	335	1,315	1,220	990	1,090
2007	구로구	구로1동	계	3,458	3,685	509	591	1,541	1,474	1,408	1,620
2007	구로구	구로1동	남자	1,669	1,823	229	288	769	713	671	822
2007	구로구	구로1동	여자	1,789	1,862	280	303	772	761	737	798
2007	구로구	구로2동	계	3,349	3,814	1,267	1,330	1,000	1,064	1,082	1,420
2007	구로구	구로2동	남자	1,715	1,940	651	668	509	561	555	711
2007	구로구	구로2동	여자	1,634	1,874	616	662	491	503	527	709
2007	구로구	구로3동	계	7,188	5,532	1,490	1,182	3,134	2,395	2,564	1,955
2007	구로구	구로3동	남자	3,767	2,893	750	617	1,647	1,249	1,370	1,027
2007	구로구	구로3동	여자	3,421	2,639	740	565	1,487	1,146	1,194	928
2007	구로구	구로4동	계	2,984	3,247	1,012	1,207	1,097	887	875	1,153
2007	구로구	구로4동	남자	1,517	1,667	522	626	549	439	446	602
2007	구로구	구로4동	여자	1,467	1,580	490	581	548	448	429	551
2007	구로구	구로5동	계	6,769	6,315	1,361	1,243	2,966	2,574	2,442	2,498
2007	구로구	구로5동	남자	3,416	3,286	684	644	1,544	1,356	1,188	1,286
2007	구로구	구로5동	여자	3,353	3,029	677	599	1,422	1,218	1,254	1,212
2007	구로구	구로6동	계	2,626	3,216	710	1,092	1,071	1,096	845	1,028
2007	구로구	구로6동	남자	1,321	1,644	358	529	535	568	428	547
2007	구로구	구로6동	여자	1,305	1,572	352	563	536	528	417	481
2007	구로구	구로본동	계	3,413	3,982	1,107	1,204	1,099	1,319	1,207	1,459
2007	구로구	구로본동	남자	1,734	2,032	548	598	552	686	634	748
2007	구로구	구로본동	여자	1,679	1,950	559	606	547	633	573	711
2007	구로구	가리봉1동	계	2,161	2,337	364	395	963	1,037	834	905
2007	구로구	가리봉1동	남자	1,257	1,337	199	217	581	604	477	516
2007	구로구	가리봉1동	여자	904	1,000	165	178	382	433	357	389
2007	구로구	가리봉2동	계	1,022	1,202	348	385	354	383	320	434
2007	구로구	가리봉2동	남자	537	652	178	200	187	217	172	235
2007	구로구	가리봉2동	여자	485	550	170	185	167	166	148	199
2007	구로구	고척1동	계	4,016	4,432	1,307	1,237	1,279	1,474	1,430	1,721
2007	구로구	고척1동	남자	1,999	2,214	666	629	643	724	690	861
2007	구로구	고척1동	여자	2,017	2,218	641	608	636	750	740	860
2007	구로구	고척2동	계	4,629	5,321	1,616	1,765	1,395	1,652	1,618	1,904
2007	구로구	고척2동	남자	2,326	2,682	823	873	702	818	801	991
2007	구로구	고척2동	여자	2,303	2,639	793	892	693	834	817	913
2007	구로구	개봉1동	계	3,177	3,345	1,246	1,190	950	869	981	1,286
2007	구로구	개봉1동	남자	1,650	1,711	634	583	503	452	513	676
2007	구로구	개봉1동	여자	1,527	1,634	612	607	447	417	468	610
2007	구로구	개봉2동	계	5,666	6,563	1,542	1,472	1,628	1,962	2,496	3,129
2007	구로구	개봉2동	남자	2,753	3,174	741	689	806	951	1,206	1,534
2007	구로구	개봉2동	여자	2,913	3,389	801	783	822	1,011	1,290	1,595
2007	구로구	개봉3동	계	4,120	4,586	1,064	1,114	1,028	975	2,028	2,497
2007	구로구	개봉3동	남자	2,033	2,226	513	537	523	472	997	1,217
2007	구로구	개봉3동	여자	2,087	2,360	551	577	505	503	1,031	1,280
2007	구로구	개봉본동	계	4,002	4,219	1,654	1,464	1,054	1,067	1,294	1,688
2007	구로구	개봉본동	남자	1,981	2,088	815	716	524	527	642	845
2007	구로구	개봉본동	여자	2,021	2,131	839	748	530	540	652	843
2007	구로구	오류1동	계	4,177	4,105	1,302	1,242	1,269	1,117	1,606	1,746
2007	구로구	오류1동	남자	2,084	2,058	631	618	657	554	796	886
2007	구로구	오류1동	여자	2,093	2,047	671	624	612	563	810	860
2007	구로구	오류2동	계	5,242	5,616	1,124	1,099	1,720	1,564	2,398	2,953
2007	구로구	오류2동	남자	2,620	2,817	530	540	890	752	1,200	1,525
2007	구로구	오류2동	여자	2,622	2,799	594	559	830	812	1,198	1,428
2007	구로구	수궁동	계	4,230	4,179	1,060	970	1,187	963	1,983	2,246
2007	구로구	수궁동	남자	2,078	2,157	518	486	591	486	969	1,185
2007	구로구	수궁동	여자	2,152	2,022	542	484	596	477	1,014	1,061
2007	금천구	소계	계	46,131	52,245	16,256	16,256	13,940	14,832	15,935	21,157
2007	금천구	소계	남자	23,616	26,653	8,201	8,201	7,265	7,539	8,150	10,913
2007	금천구	소계	여자	22,515	25,592	8,055	8,055	6,675	7,293	7,785	10,244
2007	금천구	가산동	계	3,615	4,086	625	810	1,567	1,554	1,423	1,722
2007	금천구	가산동	남자	2,057	2,260	370	436	880	843	807	981
2007	금천구	가산동	여자	1,558	1,826	255	374	687	711	616	741
2007	금천구	독산1동	계	6,020	6,796	1,218	1,212	1,822	1,881	2,980	3,703
2007	금천구	독산1동	남자	3,151	3,505	627	642	992	994	1,532	1,869
2007	금천구	독산1동	여자	2,869	3,291	591	570	830	887	1,448	1,834
2007	금천구	독산2동	계	4,682	5,102	1,820	1,894	1,318	1,330	1,544	1,878
2007	금천구	독산2동	남자	2,389	2,556	926	940	680	659	783	957
2007	금천구	독산2동	여자	2,293	2,546	894	954	638	671	761	921
2007	금천구	독산3동	계	3,344	3,378	1,013	926	1,415	1,403	916	1,049
2007	금천구	독산3동	남자	1,651	1,705	498	465	707	696	446	544
2007	금천구	독산3동	여자	1,693	1,673	515	461	708	707	470	505
2007	금천구	독산4동	계	4,134	4,388	1,746	1,662	1,196	1,191	1,192	1,535
2007	금천구	독산4동	남자	2,145	2,250	868	837	646	604	631	809
