주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
252-2-000104,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 209-4,강원도 강릉시 홍제동 209-4,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.7557684,128.8844089,2019-07-05,4200000,강원도 강릉시,
252-2-000105,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 207-10,강원도 강릉시 홍제동 207-10,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.7551651,128.8856659,2019-07-05,4200000,강원도 강릉시,
252-2-000106,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 58-7,강원도 강릉시 홍제동 58-7,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.7510158,128.8861655,2019-07-05,4200000,강원도 강릉시,
252-2-000107,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 215-9,강원도 강릉시 홍제동 215-9,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.7558917,128.8840653,2019-07-05,4200000,강원도 강릉시,
252-2-000108,kbs부지 부차장,공영,노외,강원도 강릉시 유천동 754,강원도 강릉시 유천동 754,457,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.7671165,128.852722,2019-07-05,4200000,강원도 강릉시,
252-2-000109,선교장 환승주차장,공영,노외,강원도 강릉시 운정동 958-1,강원도 강릉시 운정동 958-1,150,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.465828,128.531580,2019-07-05,4200000,강원도 강릉시,
252-2-000110,강문동 환승주차장,공영,노외,강원도 강릉시 강문동 288-6,강원도 강릉시 강문동 288-6,67,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.472997,128.550090,2019-07-05,4200000,강원도 강릉시,
252-2-000111,경포대초등학교 환승주차장,공영,노외,강원도 강릉시 안현동 859,강원도 강릉시 안현동 859,125,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.480569,128.541463,2019-07-05,4200000,강원도 강릉시,
252-2-000112,문화의길 공한지 주차장,공영,노외,강원도 강릉시 임당동 84-1,강원도 강릉시 임당동 84-1,13,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.7549592,128.8949959,2019-07-05,4200000,강원도 강릉시,
252-2-000113,개인택시조합 공한지 주차장,공영,노외,강원도 강릉시 두산동 228-4,강원도 강릉시 두산동 228-4,87,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.7688228,128.9298225,2019-07-05,4200000,강원도 강릉시,
252-2-000114,노가니길 공용주차장,공영,노외,강원도 강릉시 노암동 306,강원도 강릉시 노암동 306,85,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.444009,128.541592,2019-07-05,4200000,강원도 강릉시,
252-2-000115,정동진리 50 공영주차장,공영,노외,강원도 강릉시 노암동 306,강원도 강릉시 강동면 정동진리 50,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.480896,128.534380,2019-07-05,4200000,강원도 강릉시,
252-2-000116,저동 473-1 공영주차장,공영,노외,강원도 강릉시 노암동 306,강원도 강릉시 저동 473-1,11,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,강릉시청 교통과,033-640-5385,37.405483,129.023154,2019-07-05,4200000,강원도 강릉시,
240-2-000001,타워식노외유료주차장,공영,노외,경기도 양평군 양평읍 양근로147번길 8,경기도 양평군 양평읍 양근리 396-24,104,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,30,600,10,300,30,7000,70000,"현금, 신용카드",,지방행정동우회,031-771-8228,37.4926418,127.4882878,2019-09-23,4170000,경기도 양평군,
240-2-000003,타워식양평시장공영주차장,공영,노외,,경기도 양평군 양평읍 양근리 380,76,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,30,600,10,300,30,5000,50000,"현금, 신용카드",,한국자유총연맹,031-775-9922,37.49181013,127.4914369,2019-09-23,4170000,경기도 양평군,
240-2-000002,양평공설시장공영주차장,공영,노외,경기도 양평군 양평읍 양평장터길 15,경기도 양평군 양평읍 양근리 166-8,266,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,30,600,10,300,30,5000,50000,"현금, 신용카드",,양평시장상인회,031-771-2080,37.4909455,127.4925618,2019-09-23,4170000,경기도 양평군,
240-1-000001,양평읍노상유료주차장,공영,노상,,경기도 양평군 양평읍 양근리 616,54,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,30,600,10,300,60,7000,70000,"현금, 신용카드",,양평청년회의소,031-771-3121,37.49044309,127.496106,2019-09-23,4170000,경기도 양평군,
240-1-000002,양근천제방주차장,공영,노상,경기도 양평군 양평읍 시민로,경기도 양평군 양평읍 양근리 403-15,60,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,30,600,10,300,30,5000,50000,"현금, 신용카드",,한국자유총연맹,031-775-9922,37.49157508,127.4900859,2019-09-23,4170000,경기도 양평군,
240-1-000003,양평역∼강변도로 노상주차장,공영,노상,경기도 양평군 양평읍 역전길,경기도 양평군 양평읍 양근리 379-1,22,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,30,500,10,300,30,7000,70000,"현금, 신용카드",,양평청년회의소,031-771-3121,37.49234993,127.490666,2019-09-23,4170000,경기도 양평군,
240-1-000004,용문면시가지 노상,공영,노상,경기도 양평군 용문면 용문로,경기도 양평군 용문면 다문리1018-7,165,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,30,600,10,300,30,5000,50000,"현금, 신용카드",,용문천년상인회,031-771-6172,37.48354012,127.5912484,2019-09-23,4170000,경기도 양평군,
301-1-000001,봉명교 ⇔ (구)서부파출소주차장,공영,노상,충청남도 천안시 동남구 다가1길 14,충청남도 천안시 동남구 다가동 471,110,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8019320098,127.1388583153,2019-02-28,4490000,충청남도 천안시,
301-1-000002,일봉동사무소 ⇔ (구)서부파출소주차장,공영,노상,충청남도 천안시 동남구 신용로 13,충청남도 천안시 동남구 다가동 478,117,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8013884182,127.1382746534,2019-02-28,4490000,충청남도 천안시,
301-1-000003,천안상사 뒤 ⇔ 현대식당주차장,공영,노상,충청남도 천안시 동남구 영성로 9-6,충청남도 천안시 동남구 사직동 340,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.7991818316,127.1506903896,2019-02-28,4490000,충청남도 천안시,
301-1-000004,충무사거리 ⇔ 광성장 ⇔ 천안대로주차장,공영,노상,충청남도 천안시 동남구 옛농고9길 13,충청남도 천안시 동남구 원성동 602,62,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8091816346,127.1581914625,2019-02-28,4490000,충청남도 천안시,
301-1-000005,오룡경기장주변주차장,공영,노상,충청남도 천안시 동남구 성황로 113-21,충청남도 천안시 동남구 원성동 224-1,60,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8133768356,127.1611498131,2019-02-28,4490000,충청남도 천안시,
301-1-000006,천지목욕탕 ⇔ 에덴주유소주차장,공영,노상,충청남도 천안시 동남구 성황3길 1,충청남도 천안시 동남구 성황동 101-1,107,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8126057401,127.1555446833,2019-02-28,4490000,충청남도 천안시,
301-1-000007,중앙장례식장 ⇔ 대신정기화물주차장,공영,노상,충청남도 천안시 동남구 사직동 321-4,충청남도 천안시 동남구 사직동 321-4,38,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8029141,127.1461887,2019-02-28,4490000,충청남도 천안시,
301-1-000009,오룡경기장앞성황로주차장,공영,노상,충청남도 천안시 동남구 성황로 113-9,충청남도 천안시 동남구 원성동 610,102,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8119886743,127.1614831116,2019-02-28,4490000,충청남도 천안시,
301-1-000011,구소방서 ⇔ 구청과시장주차장,공영,노상,충청남도 천안시 동남구 중앙로 29,충청남도 천안시 동남구 영성동 129,114,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8010386941,127.1530650778,2019-02-28,4490000,충청남도 천안시,
301-1-000013,태극당 앞 ⇔ 온양나드리주차장,공영,노상,충청남도 천안시 동남구 대흥로 212-1,충청남도 천안시 동남구 대흥동 156-3,76,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,370,,,현금,"최초30분 500원, 30분초과10분마다200원, 2시간초과10분마다300원 / 경차 및 장애인 50프로할인",충청남도 천안시시설관리공단,041-529-5120,36.8069515,127.1474729,2019-02-28,4490000,충청남도 천안시,
301-2-000004,신부동우체국앞주차장,공영,노외,충청남도 천안시 동남구 터미널8길 7,충청남도 천안시 동남구 신부동 628,49,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,300,10,100,370,5000,40000,카드+현금,"환승주차장/ 최초30분 300원, 30분초과10분마다100원, 2시간초과10분마다200원 / 경차 및 장애인 50프로할인",충청남도 천안시시설관리공단,041-529-5120,36.8222344,127.1579813,2019-02-28,4490000,충청남도 천안시,
301-2-000006,삼거리공원주차장,공영,노외,충청남도 천안시 동남구 충절로 410,충청남도 천안시 동남구 삼룡동 117-1,116,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.7840723678,127.1691589808,2019-02-28,4490000,충청남도 천안시,
301-2-000013,중앙시장앞주차장,공영,노외,충청남도 천안시 동남구 영성동2길 6,충청남도 천안시 동남구 영성동 20-2,60,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,370,10000,80000,현금,"전통시장 이용자 1시간 무료, 10분초과시200원 / 경차 및 장애인 50프로할인",충청남도 천안시남산중앙시장상인회,041-553-1136,36.8039684223,127.1508934363,2019-02-28,4490000,충청남도 천안시,
301-2-000014,광덕산주차장,공영,노외,충청남도 천안시 동남구 광덕면 해수길 50,충청남도 천안시 동남구 광덕면 광덕리 560-2,153,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.6723436666,127.0455520972,2019-02-28,4490000,충청남도 천안시,
301-2-000015,남산중앙시장주차장,공영,노외,충청남도 천안시 동남구 사직2길 19,충청남도 천안시 동남구 사직동 263,57,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,370,10000,80000,현금,"전통시장 이용자 1시간 무료, 10분초과시200원 / 경차 및 장애인 50프로할인",충청남도 천안시남산중앙시장상인회,041-553-1136,36.8003128392,127.1484548,2019-02-28,4490000,충청남도 천안시,
301-2-000017,병천시장주차장,공영,노외,충청남도 천안시 동남구 병천면 아우내순대길 22,충청남도 천안시 동남구 병천면 병천리 211-1,110,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.7596001,127.2982019569,2019-02-28,4490000,충청남도 천안시,
301-2-000018,종합휴양관광지내주차장,공영,노외,충청남도 천안시 동남구 목천읍 종합휴양지1길,충청남도 천안시 동남구 목천읍 운전리 503,530,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.7621301879,127.2273451550,2019-02-28,4490000,충청남도 천안시,
301-2-000019,목천문화마을주차장,공영,노외,충청남도 천안시 동남구 목천읍 서흥3길 8,충청남도 천안시 동남구 목천면 서흥리 125-5,26,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8060263,127.2384853,2019-02-28,4490000,충청남도 천안시,
301-2-000021,광덕쉼터주차장,공영,노외,충청남도 천안시 동남구 광덕면 광풍로 250,충청남도 천안시 동남구 광덕면 광덕리 403-9,430,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.6738612864,127.0539118309,2019-02-28,4490000,충청남도 천안시,
301-2-000022,천호지생활체육공원주차장,공영,노외,충청남도 천안시 동남구 천호지길 39,충청남도 천안시 동남구 안서동 526-39,123,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8369898484,127.1736789564,2019-02-28,4490000,충청남도 천안시,
301-2-000023,청수상업지구내 주차빌딩주차장,공영,노외,충청남도 천안시 동남구 청수11로 12,충청남도 천안시 동남구 청당동 511,364,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시천안축산농협,041-520-6000,36.7824930535,127.1536331313,2019-02-28,4490000,충청남도 천안시,
301-2-000024,성말지구공영주차장,공영,노외,충청남도 천안시 동남구 신원1길 14,충청남도 천안시 동남구 신부동 77-26,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8140557523,127.1602008624,2019-02-28,4490000,충청남도 천안시,
301-2-000025,신부지구공영주차장,공영,노외,충청남도 천안시 동남구 천안천8길 19,충청남도 천안시 동남구 신부동 331-43,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8203760258,127.1534487890,2019-02-28,4490000,충청남도 천안시,
301-2-000027,휴먼시아아파트앞주차장,공영,노외,충청남도 천안시 동남구 대흥로 29,충청남도 천안시 동남구 구성동 531,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,,,2019-02-28,4490000,충청남도 천안시,
301-2-000028,어사박문수테마길주차장,공영,노외,충청남도 천안시 동남구 북면 박문수길 105,충청남도 천안시 동남구 북면 은지리 101,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,,,2019-02-28,4490000,충청남도 천안시,
301-2-000029,어사박문수테마길주차장,공영,노외,충청남도 천안시 동남구 북면 박문수길 135-12,충청남도 천안시 동남구 북면 은지리 45-1,14,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,,,2019-02-28,4490000,충청남도 천안시,
301-2-000031,남산중앙시장제2주차장,공영,노외,충청남도 천안시 동남구 큰재빼기길 29,충청남도 천안시 동남구 오룡동 189-1,67,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,370,10000,80000,현금,"전통시장 이용자 1시간 무료, 10분초과시200원 / 경차 및 장애인 50프로할인",충청남도 천안시남산중앙시장상인회,041-553-1136,,,2019-02-28,4490000,충청남도 천안시,
301-2-000032,청수택지주차장,공영,노외,충청남도 천안시 동남구 청수6로 35-26,충청남도 천안시 동남구 청당동 567,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,,,2019-02-28,4490000,충청남도 천안시,
301-2-000033,신방통정택지주차장,공영,노외,충청남도 천안시 동남구 통정5로 46,충청남도 천안시 동남구 신방동 1901,49,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,,,2019-02-28,4490000,충청남도 천안시,
301-3-000012,봉명동주민센터 주차장,공영,부설,충청남도 천안시 동남구 봉정로 37,충청남도 천안시 동남구 봉명동 42-1,12,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4901,36.8055391,127.1394121,2019-02-28,4490000,충청남도 천안시,
301-3-000014,농업기술센터주차장,공영,부설,충청남도 천안시 동남구 목천읍 목천안터1길 15,충청남도 천안시 동남구 목천읍 신계리 280-1,84,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-2901,36.7755080592,127.2078977638,2019-02-28,4490000,충청남도 천안시,
301-3-000018,북면사무소주차장,공영,부설,충청남도 천안시 동남구 위례성로 724,충청남도 천안시 동남구 북면 오곡리 399-1,15,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4724,36.8273301191,127.2736754340,2019-02-28,4490000,충청남도 천안시,
301-3-000019,동남구청주차장,공영,부설,충청남도 천안시 동남구 영성로 98,충청남도 천안시 동남구 문화동 112-1,58,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4043,36.8070512747,127.1499482685,2019-02-28,4490000,충청남도 천안시,
301-3-000020,수신면사무소주차장,공영,부설,충청남도 천안시 동남구 수신면 수신로 431,충청남도 천안시 동남구 수신면 속창리 126-2,24,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4761,36.7311552,127.2809647,2019-02-28,4490000,충청남도 천안시,
301-3-000021,신안동주민센터주차장,공영,부설,충청남도 천안시 동남구 먹거리11길 45,충청남도 천안시 동남구 신부동 462-15,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4981,36.8184025678,127.1576052117,2019-02-28,4490000,충청남도 천안시,
301-3-000022,일봉동주민센터주차장,공영,부설,충청남도 천안시 동남구 신용로 48,충청남도 천안시 동남구 다가동 368-8,8,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4923,36.8012253326,127.1420521,2019-02-28,4490000,충청남도 천안시,
301-3-000023,중앙동주민센터주차장,공영,부설,충청남도 천안시 동남구 원성천1길 17(영성동),충청남도 천안시 동남구 영성동 62-6,5,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4825,36.8000627203,127.1524177161,2019-02-28,4490000,충청남도 천안시,
301-3-000024,신방동주민센터주차장,공영,부설,충청남도 천안시 동남구 천안천변길 129-41(신방동),충청남도 천안시 동남구 신방동 719-3,29,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4941,36.7858705301,127.1224906759,2019-02-28,4490000,충청남도 천안시,
301-3-000025,청룡동주민센터주차장,공영,부설,충청남도 천안시 동남구 청수14로 99,충청남도 천안시 동남구 청당동 479,19,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4564,36.7860718289,127.1567413107,2019-02-28,4490000,충청남도 천안시,
301-3-000026,병천면사무소주차장,공영,부설,충청남도 천안시 동남구 병천면 병천2로 57,충청남도 천안시 동남구 병천면 병천리 360-1,32,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-6884,36.7662087415,127.3020040538,2019-02-28,4490000,충청남도 천안시,
301-3-000027,성남면사무소주차장,공영,부설,충청남도 천안시 동남구 성남면 신사대화로 149,충청남도 천안시 동남구 성남면 신사리 325-1,12,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4741,36.7422276709,127.2369289,2019-02-28,4490000,충청남도 천안시,
301-3-000028,문성동주민센터주차장,공영,부설,충청남도 천안시 동남구 문화로 15,충청남도 천안시 동남구 문화동 39-4,115,2,미시행,평일+토요일+공휴일,09:00,00:00,09:00,00:00,09:00,20:00,유료,30,500,10,200,600,10000,,현금,,충청남도 천안시청,041-521-4282,36.8109412,127.1502833,2019-02-28,4490000,충청남도 천안시,
301-3-000029,원성1동주민센터주차장,공영,부설,충청남도 천안시 동남구 성황로 125,충청남도 천안시 동남구 원성동 31-62,13,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4863,36.8118712409,127.1630159715,2019-02-28,4490000,충청남도 천안시,
301-3-000030,목천읍사무소주차장,공영,부설,충청남도 천안시 동남구 목천읍 서리1길 41-7,충청남도 천안시 동남구 목천읍 서리 93-1,30,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4671,36.7851795947,127.2346094810,2019-02-28,4490000,충청남도 천안시,
301-3-000031,동면사무소주차장,공영,부설,충청남도 천안시 동남구 동면 동산1길 15,충청남도 천안시 동남구 동면 화계리 181-1,23,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4801,36.7761603,127.3443628133,2019-02-28,4490000,충청남도 천안시,
301-3-000032,광덕면사무소주차장,공영,부설,충청남도 천안시 동남구 신흥리3길 33,충청남도 천안시 동남구 광덕면 신흥리 296-1,27,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-4706,36.6986211,127.1112522,2019-02-28,4490000,충청남도 천안시,
301-3-000033,유관순사우주차장,공영,부설,충청남도 천안시 동남구 병천면 유관순길 38,충청남도 천안시 동남구 병천면 탑원리 269-1,67,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-2823,36.7600900686,127.3083681720,2019-02-28,4490000,충청남도 천안시,
301-3-000034,유관순생가주차장,공영,부설,충청남도 천안시 동남구 병천면 유관순생가길 18-1,충청남도 천안시 동남구 병천면 용두리 305,36,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-2823,36.7571481,127.3167796,2019-02-28,4490000,충청남도 천안시,
301-3-000035,이동녕선생기념관주차장,공영,부설,충청남도 천안시 동남구 목천읍 동리4길 35,충청남도 천안시 동남구 목천읍 동리 90-1,34,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-2823,36.7907225428,127.2385675,2019-02-28,4490000,충청남도 천안시,
301-3-000036,조병옥박사생가주차장,공영,부설,충청남도 천안시 동남구 병천면 유관순길 249,충청남도 천안시 동남구 병천면 용두리 261-6,6,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-2823,36.7517077589,127.3146145336,2019-02-28,4490000,충청남도 천안시,
301-3-000037,중앙도서관주차장,공영,부설,충청남도 천안시 동남구 중앙로 118,충청남도 천안시 동남구 원성동 261-38,24,2,5부제,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-3721,36.8091134,127.1535922865,2019-02-28,4490000,충청남도 천안시,
301-3-000040,아우내도서관주차장,공영,부설,충청남도 천안시 동남구 병천면 병천2로 57,충청남도 천안시 동남구 병천면 병천리 46-5,41,2,5부제,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-3723,36.7662087415,127.3020040538,2019-02-28,4490000,충청남도 천안시,
301-3-000042,신방도서관주차장,공영,부설,충청남도 천안시 동남구 통정4로 7,충청남도 천안시 동남구 신방동 1521,29,2,5부제,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,무료,0,0,,,,,,,,충청남도 천안시청,041-521-3724,36.7743994476,127.1308466405,2019-02-28,4490000,충청남도 천안시,
302-1-000008,성환역앞주변도로주차장,공영,노상,충청남도 천안시 서북구 성환읍 성환중앙로 27-1,충청남도 천안시 서북구 성환읍 성환리 449-50,151,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.9165483971,127.1295673404,2019-02-28,4490000,충청남도 천안시,
302-1-000010,쌍용대로 주공6단지앞주차장,공영,노상,충청남도 천안시 서북구 서부14길 3,충청남도 천안시 서북구 성정동 748,58,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,충청남도 천안시시설관리공단,041-529-5120,36.8221913777,127.1367787581,2019-02-28,4490000,충청남도 천안시,
