순번,시도본부,소방서,119안전센터명,주소,전화번호
566,강원소방본부,횡성소방서,방호구조과(횡성),강원도 횡성군 횡성읍 문예로 157,033-343-0119
567,강원소방본부,횡성소방서,둔내,강원도 횡성군 둔내면 고원남로 42,033-340-9531
568,강원소방본부,횡성소방서,우천,강원도 횡성군 우천면 서동로 199,033-340-9541
569,강원소방본부,영월소방서,방호구조과(영월),강원도 영월군 영월읍 영월로 1863,033-373-0119
570,강원소방본부,영월소방서,주천,강원도 영월군 송학주천로 1467-15,033-371-7531
571,강원소방본부,영월소방서,영월_중동,강원도 영월군 중동면 응고개길 10-17,033-371-7541
572,강원소방본부,평창소방서,현장대응과(평창),강원도 평창군 평창읍 살구실길 10,033-333-9118
573,강원소방본부,평창소방서,진부,강원도 평창군 진부면 진부로 37,033-339-8531
574,강원소방본부,평창소방서,봉평,강원도 평창군 봉평면 기풍로 107-6,033-339-8541
575,강원소방본부,평창소방서,대화,강원도 평창군 대화면 평창대로 934,033-339-8506
576,강원소방본부,평창소방서,대관령,강원도 평창군 대관령면 올림픽로 62-20,033-339-8551
577,강원소방본부,정선소방서,방호구조과(정선),강원도 정선군 녹송로 27,033-563-0119
578,강원소방본부,정선소방서,신동,강원도 정선군 신동읍 의림로 342,033-378-0119
579,강원소방본부,정선소방서,고한,강원도 정선군 고한읍 강원남로 6455,033-591-3119
580,강원소방본부,정선소방서,임계,강원도 정선군 임계면 송계4길 9,033-562-6119
581,강원소방본부,정선소방서,사북,강원도 정선군 사북읍 하이원길 29,033-592-2119
582,강원소방본부,철원소방서,방호구조과(갈말),강원도 철원군 갈말읍 태봉로 1504,033-452-7119
583,강원소방본부,철원소방서,동송,강원도 철원군 동송읍 금학로 251길 17,033-450-2531
584,강원소방본부,철원소방서,김화,강원도 철원군 서면 약수로 76,033-450-2541
585,강원소방본부,철원소방서,갈말,강원도 철원군 갈말읍 명성로 229,033-450-2551
586,강원소방본부,인제소방서,방호구조과(인제),강원도 인제군 인제읍 비봉로 44번길 71,033-460-9210
587,강원소방본부,인제소방서,원통,강원도 인제군 북면 원통로 276,033-461-3119
588,강원소방본부,인제소방서,기린,강원도 인제군 기린면 내린천로 4100,033-461-5119
589,강원소방본부,고성소방서,방호구조과(간성),강원도 고성군 간성읍 수성로 37-11,033-681-1119
590,강원소방본부,고성소방서,동광,강원도 고성군 토성면 동해대로 5320,033-631-1119
591,강원소방본부,고성소방서,거진,강원도 고성군 거진읍 수외길 19,033-681-7119
592,강원소방본부,양양소방서,방호구조과(양양),강원도 양양군 양양읍 남대천로 33,033-671-2119
593,강원소방본부,양양소방서,현남북,강원도 양양군 현북면 동해대로 1115-33,033-672-2119
594,충북소방본부,동부소방서_충북,동부(충북)_중앙,충북 청주시 상당구 영운로 61,043-255-0119
595,충북소방본부,동부소방서_충북,율량,충북 청주시 청원구 율봉로202번길 66-2,043-213-0119
596,충북소방본부,동부소방서_충북,북문,충북 청주시 상당구 상당로 168,043-224-1119
597,충북소방본부,동부소방서_충북,문의,충북 청주시 상당구 문의면 문의시내1길 8,043-298-7119
598,충북소방본부,동부소방서_충북,내수,충북 청주시 청원구 내수읍 청암로80,043-214-0119
599,충북소방본부,동부소방서_충북,오창,충북 청주시 청원구 오창읍 중심상업2로 30,043-216-2119
600,충북소방본부,서부소방서_충북,서부(충북)_중앙,충북 청주시 흥덕구 가경로 143,043-249-9804
601,충북소방본부,서부소방서_충북,복대,충북 청주시 흥덕구 공단로 93,043-249-9822
602,충북소방본부,서부소방서_충북,서부(충북)_남부,충북 청주시 서원구 산미로 70,043-249-9837
603,충북소방본부,서부소방서_충북,서부(충북)_사직,충북 청주시 서원구 사직대로 229,043-249-9852
604,충북소방본부,서부소방서_충북,남이,충북 청주시 서원구 청남로 866,043-249-9867
605,충북소방본부,서부소방서_충북,오송,층북 청주시 흥덕구 오송생명3로 71-5,043-249-9882
606,충북소방본부,충주소방서,충주_중앙,충북 충주시 목행산단7로 9,043-841-3331
607,충북소방본부,충주소방서,충주_남부,충북 충주시 호암대로 13,043-841-3340
608,충북소방본부,충주소방서,수안보,충북 충주시 수안보면 관동길 9-7,043-841-3350
609,충북소방본부,충주소방서,주덕,충북 충주시 주덕읍 산양로 35,043-841-3360
610,충북소방본부,충주소방서,앙성,충북 충주시 앙성면 가곡로 1019,043-841-3370
611,충북소방본부,충주소방서,연수,충북 충주시 연수동 454-30,전화공사중
612,충북소방본부,제천소방서,제천_중앙,충북 제천시 신죽하로 164,043-641-7119
613,충북소방본부,제천소방서,화산,충북 제천시 강명길 17,043-641-7310
614,충북소방본부,제천소방서,제천_봉양,충북 제천시 봉양읍 북부로1433,043-641-7340
615,충북소방본부,보은소방서,보은_중앙,충북 보은군 보은읍 남부로 4415,043-773-0215
616,충북소방본부,보은소방서,속리산,충북 보은군 속리산면 법주사로 278,043-773-0231
617,충북소방본부,보은소방서,구병산,충북 보은군 마로면 관기 송현로 78 ,043-773-0251
618,충북소방본부,옥천소방서,옥천_중앙,충북 옥천군 옥천읍 중앙로 132,043-730-1901
619,충북소방본부,옥천소방서,청산,충북 옥천군 청산면 남부로 2306,043-730-1921
620,충북소방본부,영동소방서,영동_중앙,충북 영동군 영동읍 영동황간로 174,043-740-7111
621,충북소방본부,영동소방서,황간,충북 영동군 황간면 황간로 132,043-742-4119
622,충북소방본부,증평소방서,증평_중앙,증평군 증평읍 충청대로 1789,043-836-4119
623,충북소방본부,진천소방서,진천_중앙,충북 진천군 진천읍 진광로 93,043-539-3875
624,충북소방본부,진천소방서,광혜원,충북 진천군 광혜원면 화랑길 99,043-539-8221
625,충북소방본부,진천소방서,진천_덕산,충북 진천군 덕산면 초금로 606-1,043-539-8241
626,충북소방본부,괴산소방서,괴산_중앙,충북 괴산군 괴강로 69,043-760-0216
627,충북소방본부,괴산소방서,청천,충북 괴산군 청청면 선평길 78-9,043-760-0235
628,충북소방본부,음성소방서,음성_중앙,충북 음성군 금왕읍 응천서길 11,043-877-0119
629,충북소방본부,음성소방서,음성,충북 음성군 음성읍 음성로 122,043-872-2119
630,충북소방본부,음성소방서,대소,충북 음성군 대소면 오산로 74,043-881-7119
631,충북소방본부,음성소방서,감곡,충북 음성군 감곡면 음성로 2652,043-881-3119
632,충북소방본부,단양소방서,단양_중앙,충북 단양군 단양읍 중앙1로 29 ,043-421-0119
633,충북소방본부,단양소방서,매포,충북 단양군 매포읍 평동4로 79 ,043-422-0119
634,충남소방본부,천안동남소방서,구성,충남 천안시 동남구 천안대로 580,041-570-0332
635,충남소방본부,천안동남소방서,청당,충남 천안시 동남구 광덕면 신흥리1길 148,041-570-0402
636,충남소방본부,천안동남소방서,독립,충남 천안시 동남구 목천읍 삼방로 95,041-570-0362
637,충남소방본부,천안동남소방서,병천,충남 천안시 동남구 병천면 아우내순대길 78,041-570-0382
638,충남소방본부,천안동남소방서,풍세,2018년 개서 예정,미설치
639,충남소방본부,천안서북소방서,차암,충남 천안시 서북구 직산읍 4산단 2길 32,041-360-0331
640,충남소방본부,천안서북소방서,성거,충남 천안시 서북구 성거읍 천흥8길 11,041-360-0361
641,충남소방본부,천안서북소방서,서부,충남 천안시 서북구 양지18길 22,041-360-0381
642,충남소방본부,천안서북소방서,두정,충남 천안시 서북구 성정동 1공단 2길 16,041-360-0401
643,충남소방본부,천안서북소방서,성환,충남 천안시 서북구 성환읍 성환1로 395,041-360-0421
644,충남소방본부,천안서북소방서,쌍용,충남 천안시 서북구 월봉로 78,041-360-0441
645,충남소방본부,천안서북소방서,입장,충남 천안시 서북구 망향로 1107,041-360-0461
646,충남소방본부,천안서북소방서,직산,2018년 개서 예정,미설치
647,충남소방본부,천안서북소방서,불당,2018년 개서 예정,미설치
648,충남소방본부,공주소방서,공주_교동,충남 공주시 무령로 55,041-851-0212
649,충남소방본부,공주소방서,유구,충남 공주시 유구읍 유구외곽로 368,041-851-0362
650,충남소방본부,공주소방서,신관,충남 공주시 의당로 31,041-851-0382
651,충남소방본부,공주소방서,동학사,충남 공주시 반포면 동학사1로 110,041-851-0402
652,충남소방본부,공주소방서,공주_계룡,충남 공주시 계룡면 월암송정길 18,041-851-0422
653,충남소방본부,보령소방서,죽정,충남 보령시 대천로 122,041-930-0333
654,충남소방본부,보령소방서,신흑,충남 보령시 대천항로 205,041-930-0361
655,충남소방본부,보령소방서,웅천,충남 보령시 웅천읍 충서로 947,041-930-0381
656,충남소방본부,보령소방서,오천,충남 보령시 오천면 소성안길 47,041-930-0401
657,충남소방본부,보령소방서,주포,충남 보령시 주포면 질재로 47-16,041-930-0421
658,충남소방본부,아산소방서,모종,충남 아산시 문화로 293,041-538-0332
659,충남소방본부,아산소방서,둔포,충남 아산시 둔포면 충무로 1848,041-538-0362
660,충남소방본부,아산소방서,신창,충남 아산시 신창면 순천향로 48,041-538-0382
661,충남소방본부,아산소방서,인주,충남 아산시 인주면 공세길 19,041-538-0402
662,충남소방본부,아산소방서,배방,충남 아산시 배방읍 배방로 38,041-538-0422
663,충남소방본부,아산소방서,탕정,충남 아산시 탕정면 탕정로 26,041-538-0442
664,충남소방본부,아산소방서,장재,2018년 개서 예정,미설치
665,충남소방본부,서산소방서,서산_예천,충남 서산시 호수공원 14로 26-4(예천동),041-689-0330
666,충남소방본부,서산소방서,서산_대산,충남 서산시 대산읍 망일산로 831-15,041-689-0362
667,충남소방본부,서산소방서,서산_동부,충남 서산시 학동3로53(동문동),041-689-0382
668,충남소방본부,서산소방서,해미,충남 서산시 해미면  성지3길 33,041-689-0402
669,충남소방본부,서산소방서,부석,충남 서산시 부석면 강경벌로 10,041-689-0422
670,충남소방본부,서산소방서,성연,충남 서산시 성연면 일람리 1071,041-689-0442
671,충남소방본부,논산소방서,논산_내동,충남 논산시 대학로 17,041-730-0332
672,충남소방본부,논산소방서,반월,충남 논산시 해월로 153-1,041-730-0402
673,충남소방본부,논산소방서,강경,충남 논산시 강경읍 동안로 3,041-730-0362
674,충남소방본부,논산소방서,연무,충남 논산시 연무읍 동안로 1137,041-730-0382
675,충남소방본부,논산소방서,논산_연산,충남 논산시 연산면 관창로 54,041-730-0422
676,충남소방본부,계룡소방서,계룡,충남 계룡시 두마면 사계로 170,042-540-5332
677,충남소방본부,계룡소방서,엄사,2018년 개서 예정,미설치
678,충남소방본부,당진소방서,당진,충남 당진시 역천로 838(채운동),041-350-5300
679,충남소방본부,당진소방서,합덕,충남 당진시 우강면 중방로 2,041-350-5382
680,충남소방본부,당진소방서,송악,충남 당진시 송악읍 송악로 1019,041-350-5402
681,충남소방본부,당진소방서,석문,충남 당진시 석문면 보덕포로 1069-21,041-350-5362
682,충남소방본부,당진소방서,당진_신평,충남 당진시 신평면 신평길 133,041-350-5422
683,충남소방본부,당진소방서,기지시,충남 당진시 송악읍 틀모시로 844,041-350-5442
684,충남소방본부,금산소방서,금산_금산,충남 금산군 금산읍 삼풍로 2,041-750-1331
685,충남소방본부,금산소방서,추부,충남 금산군 추부면 삼육로 47,041-750-1362
686,충남소방본부,금산소방서,복진,충남 금산군 진산면 읍내로 47-1,041-750-1382
687,충남소방본부,부여소방서,백제,충남 부여군 규암면 계백로 17,041-830-0212
688,충남소방본부,부여소방서,사비,충남 부여군 부여읍 북포로 29,041-830-0362
689,충남소방본부,부여소방서,임천,충남 부여군 임천면 성흥로 179번길 1,041-830-0402
690,충남소방본부,부여소방서,홍산,충남 부여군 홍산면 북토로 89,041-830-0382
691,충남소방본부,부여소방서,외산,충남 부여군 외산면 만수로 235,041-830-0422
692,충남소방본부,서천소방서,서천_장항,충남 서천군 장항읍 장항로 37,041-955-0332
693,충남소방본부,서천소방서,서천,충남 서천군 서천읍 충절로49번길 33-8,041-955-0362
694,충남소방본부,서천소방서,한산,충남 서천군 한산면 충절로 1164,041-955-0422
695,충남소방본부,서천소방서,비인,충남 서천군 비인면 비인로 141,041-955-0382
696,충남소방본부,서천소방서,서면,충남 서천군 서면 부사로 153,041-955-0402
697,충남소방본부,홍성소방서,구룡,충남 홍성군 홍성읍 충절로 741 ,041-630-0312
698,충남소방본부,홍성소방서,옥암,충남 홍성군 홍성읍 충서로 1258,041-632-0119
699,충남소방본부,홍성소방서,광천,충남 홍성군 광천읍 충서로 354,041-641-2119
700,충남소방본부,홍성소방서,갈산,충남 홍성군 갈산면 갈산로150번길 16,041-633-2119
701,충남소방본부,홍성소방서,내포,충남 홍성군 홍북읍 의향로 133,041-635-9119
702,충남소방본부,예산소방서,오가,충남 예산군 오가면 오가중앙로 111,041-330-4331
703,충남소방본부,예산소방서,예산_금오,충남 예산군 예산읍 예당관광로 760,041-330-4361
704,충남소방본부,예산소방서,삽교,충남 예산군 삽교읍 삽교로1길 34,041-330-4381
705,충남소방본부,예산소방서,예산_덕산,충남 예산군 덕산면 도청대로 1160,041-330-4401
706,충남소방본부,태안소방서,태안_태안,충남 태안군 태안읍 동백로 100 ,041-671-0334
707,충남소방본부,태안소방서,안면,충남 태안군 안면읍 장터로 77,041-671-0363
708,충남소방본부,태안소방서,원북,충남 태안군 원북면 원이로 1031,041-671-0383
709,충남소방본부,태안소방서,근흥,충남 태안군 근흥면 신진도리 249,041-671-0402
710,충남소방본부,청양소방서,청양,충남 청양군 청양읍 충절로 1187,041-940-7252
711,충남소방본부,청양소방서,정산,충남 청양군 정산면 서정4길 49,041-940-7362
712,전북소방본부,전주덕진소방서,금암,전북 전주시 덕진구 백제대로 611,063-250-4272
713,전북소방본부,전주덕진소방서,팔복,전북 전주시 덕진구 온고을로 430,063-250-4273
714,전북소방본부,전주덕진소방서,전미,전북 전주시 덕진구 과학로 144,063-250-4274
715,전북소방본부,전주덕진소방서,삼례,전북 완주군 삼례읍 삼례역로 27,063-250-4275
716,전북소방본부,전주덕진소방서,봉동,전북 완주군 봉동읍 완주산단5로 89,063-250-4276
717,전북소방본부,전주덕진소방서,아중,전북 전주시 덕진구 진버들4길 16,063-250-4277
718,전북소방본부,전주덕진소방서,전주덕진_고산,전북 완주군 고산면 고산로 49,063-250-4278
719,전북소방본부,전주완산소방서,전주완산_효자,전북 전주시 완산구 거마평로 73,063-220-4272
720,전북소방본부,전주완산소방서,서부,전북 전주시 완산구 우전로 228,063-220-4278
721,전북소방본부,전주완산소방서,전주완산_교동,전북 전주시 완산구 경기전길 183,063-220-4273
722,전북소방본부,전주완산소방서,노송,전북 전주시 완산구 관선4길 38,063-220-4274
723,전북소방본부,전주완산소방서,평화,전북 전주시 완산구 평화로 105,063-220-4275
724,전북소방본부,전주완산소방서,혁신,전북 완주군 이서면 지사제2로 12,063-220-4217
725,전북소방본부,전주완산소방서,임실,전북 임실읍 봉황8길 31,063-220-4276
726,전북소방본부,군산소방서,사정,전북 군산시 번영로 308 1층,063-450-0272
727,전북소방본부,군산소방서,금동,전북 군산시 군산창길 1,063-450-0274
728,전북소방본부,군산소방서,군산_항만,전북 군산시 임해로 462 ,063-450-0275
729,전북소방본부,군산소방서,비응,전북 군산시 새만금북로 43 ,063-450-0279
730,전북소방본부,군산소방서,지곡,전북 군산시 백토로 223 ,063-450-0273
731,전북소방본부,군산소방서,경암,전북 군산시 구암3.1로 147 ,063-450-0277
732,전북소방본부,군산소방서,소룡,전북 군산시 공단대로 632 ,063-450-0276
733,전북소방본부,군산소방서,대야,전북 군산시 대야면 대야관통로 134 ,063-450-0278
734,전북소방본부,익산소방서,팔봉,전북 익산시 무왕로 1338,063-839-3272
735,전북소방본부,익산소방서,남중,전북 익산시 인북로 226,063-839-3274
736,전북소방본부,익산소방서,익산_공단,전북 익산시 선화로 429,063-839-3275
737,전북소방본부,익산소방서,인화,전북 익산시 목천로 301,063-839-3276
738,전북소방본부,익산소방서,익산_모현,전북 익산시 배산로 181,063-839-3273
739,전북소방본부,익산소방서,함열,전북 익산시 황등면 황등서로 55,063-839-3277
740,전북소방본부,익산소방서,금마,전북 익산시 함열읍 함열중앙로 133,063-839-3278
741,전북소방본부,정읍소방서,하북,전북 정읍시 서부산업도로 507-5,063-570-1272
742,전북소방본부,정읍소방서,시기,전북 정읍시 정읍남로 1421,063-570-1273
743,전북소방본부,정읍소방서,신태인,전북 정읍시 정신로 1241,063-570-1274
744,전북소방본부,정읍소방서,영원,전북 정읍시 영원면 영원로 1048,063-570-1275
745,전북소방본부,남원소방서,식정,전북 남원시 요천로 1965,063-620-3772
746,전북소방본부,남원소방서,인월,전북 남원시 인월면 황산로 1828,063-620-3774
747,전북소방본부,남원소방서,금지,전북 남원시 금지면 요천로 430,063-620-3775
748,전북소방본부,남원소방서,순창,전북 순창군 순창읍 교성로 24,063-620-3773
749,전북소방본부,김제소방서,김제_교동,전북 김제시 벽성로 278,063-540-4272
750,전북소방본부,김제소방서,만경,전북 김제시 만경읍 만경공단1길 7,063-540-4273
751,전북소방본부,김제소방서,김제_금산,전북 김제시 금산면 금산사로 29,063-540-4274
752,전북소방본부,고창소방서,고창,전북 고창군 고창읍 녹두로 1294,063-560-1272
753,전북소방본부,고창소방서,무장,전북 고창군 무장면 무장남북로 20-5,063-560-1273
754,전북소방본부,고창소방서,흥덕,전북 고창군 흥덕면 문화2길 21,063-560-1274
755,전북소방본부,고창소방서,고창_대산,전북 고창군 대산면 공음대산로 932,063-560-1275
756,전북소방본부,부안소방서,부안,전북 부안군 행안면 변산로 86,063-580-1272
757,전북소방본부,부안소방서,격포,전북 부안군 변산면 격포항길 64-17,063-580-1273
758,전북소방본부,무진장소방서,장계,전북 장수군 장계면 육십령로 136,063-350-6272
759,전북소방본부,무진장소방서,진안,전북 진안군 진안읍 진무로 1179,063-350-6273
760,전북소방본부,무진장소방서,마령,전북 진안군 마령면 임진로 2077-24,063-350-6276
761,전북소방본부,무진장소방서,무주,전북 무주군 무주읍 당산강변로 126,063-350-6274
762,전북소방본부,무진장소방서,장수,전북 장수군 호비로 42,063-350-6275
763,전남소방본부,목포소방서,하당,전남 전남 목포시 삼향천로 110,061-280-0890
764,전남소방본부,목포소방서,호남,전남 목포시 영산로 165,061-280-0925
765,전남소방본부,목포소방서,경동,전남 목포시 유동로 42번길 1,061-280-0930
766,전남소방본부,목포소방서,삼학,전남 목포시 삼학로 218,061-280-0935
767,전남소방본부,목포소방서,연산,전남 목포시 산정공단로 64,061-280-0940
768,전남소방본부,목포소방서,지도,전남 신안군 지도읍 해제지도로 1304,061-280-0945
769,전남소방본부,목포소방서,안좌,전남 신안군 안좌면 중부로 884,061-280-0950
770,전남소방본부,여수소방서,학동,전남 여수시 망마로 20,061-680-0890
771,전남소방본부,여수소방서,소라,전남 여수시 소라면 여순로 297,061-680-0955
772,전남소방본부,여수소방서,평여,전남 여수시 여수산단로 321(평여동),061-680-0940
773,전남소방본부,여수소방서,연등,전남 여수시 좌수영로 162(연등동),061-680-0925
774,전남소방본부,여수소방서,여서,전남 여수시 문수로 131(문수동),061-680-0945
775,전남소방본부,여수소방서,봉산,전남 여수시 어항단지로 222-5(남산동),061-680-0935
776,전남소방본부,여수소방서,돌산,전남 여수시 돌산읍 강남로 34,061-680-0950
777,전남소방본부,순천소방서,서면,전남 순천시 서면 삼산로 281,061-750-0890
778,전남소방본부,순천소방서,저전,전남 순천시 중앙로 19,061-750-0926
779,전남소방본부,순천소방서,왕조,전남 순천시 기적의도서관 1길 30,061-750-0931
780,전남소방본부,순천소방서,연향,전남 순천시 연향1로 26,061-750-0941
781,전남소방본부,순천소방서,승주,전남 순천시 승주읍 승평길 19,061-750-0936
782,전남소방본부,순천소방서,해룡,전남 순천시 해룡면 율촌제1산업단지 2블럭,061-750-0951
783,전남소방본부,순천소방서,구례,전남 구례군 구례읍 양정4길 37,061-750-0946
784,전남소방본부,나주소방서,경현,전남 나주시 예향로 4201,061-330-0890
785,전남소방본부,나주소방서,이창,전남 나주시 이창택지길 6-13,061-330-0925
786,전남소방본부,나주소방서,남평,전남 나주시 남평읍 지석로 106,061-330-0930
787,전남소방본부,나주소방서,빛가람,전남 나주시 그린로 296,061-330-0935
788,전남소방본부,광양소방서,중마,전남 광양시 중마중앙로 109,061-798-0890
789,전남소방본부,광양소방서,금호,전남 광양시 희망길 12-12(금호동) ,061-798-0935
790,전남소방본부,광양소방서,광영,전남 광양시 금영로 87(광영동),061-798-0930
791,전남소방본부,광양소방서,광양,전남 광양시 광양읍 서변천로 175,061-798-0925
792,전남소방본부,담양소방서,담양,전남 담양군 담양읍 추성로 1232,061-380-0890
793,전남소방본부,담양소방서,곡성,전남 곡성군 곡성읍 학교로 7 ,061-380-0926
794,전남소방본부,담양소방서,옥과,전남 곡성군 옥과면 리문6길 29 ,061-380-0931
795,전남소방본부,담양소방서,장성,전남 장성군 장성읍 단풍로 204 ,061-380-0936
796,전남소방본부,담양소방서,삼계,전남 장성군 삼계면 영장로 1632,061-380-0941
797,전남소방본부,고흥소방서,고흥,전남 고흥군 풍양면 고흥로 1330,061-840-0890
798,전남소방본부,고흥소방서,과역,"전남 고흥군 과역면 석봉리 1599-1,2",061-840-0978
799,전남소방본부,고흥소방서,도양,전남 고흥군 도양읍 녹동신항5길 4,061-840-0925
800,전남소방본부,보성소방서,벌교,전남 보성군 벌교읍 녹색로 5247,061-859-0890
801,전남소방본부,보성소방서,보성,전남 보성군 보성읍 송재로 160,061-859-0925
802,전남소방본부,보성소방서,홍교,전남 보성군 벌교읍 홍암로 116-4,061-859-0930
803,전남소방본부,화순소방서,화순,전남 화순군 화순읍 학포로 2750,061-379-0890
804,전남소방본부,화순소방서,동복,전남 화순군 동복면 칠정1길 14,061-379-0972
805,전남소방본부,화순소방서,능주,전남 화순군 능주면 지석로 1428,061-379-0925
806,전남소방본부,강진소방서,강진,전남 강진군 군동면 중앙로 223,061-430-0890
807,전남소방본부,강진소방서,장흥,전남 장흥군 장흥읍 평화우산길 22,061-430-0926
808,전남소방본부,강진소방서,관산,전남 장흥군 관산읍 관산우회로 103,061-430-0931
809,전남소방본부,해남소방서,해남,전남 해남군 해남읍 교육청길 82,061-530-0890
810,전남소방본부,해남소방서,송지,전남 해남군 송지면 미야길 237-3,061-530-0942
811,전남소방본부,해남소방서,완도,전남 완도군 완도읍 장보고대로 103,061-530-0926
812,전남소방본부,해남소방서,고금,완도군 고금면 고금동로 266,061-530-0936
813,전남소방본부,해남소방서,진도,전남 진도군 진도읍 진도대로 6945,061-530-0932
814,전남소방본부,영암소방서,삼호,전남 영암군 삼호읍 나불로 192,061-460-0890
815,전남소방본부,영암소방서,영암,전남 영암군 영암읍 월출로 46,061-460-0925
816,전남소방본부,무안소방서,무안,전남 무안군 무안읍 공항로 133,061-450-0890
817,전남소방본부,무안소방서,일로,전남 무안군 일로읍 삼일로 493-1,061-450-0925
818,전남소방본부,무안소방서,해제,전남 무안군 해제면 현해로 1621,061-450-0930
819,전남소방본부,무안소방서,남악,전남 무안군 삼향읍 남악5로72번길81-18,061-450-0935
820,전남소방본부,함평소방서,함평,함평군 대동면 함장로 1202-93,061-338-0890
821,전남소방본부,영광소방서,영광,전남 영광군 영광읍 함영로 3508,061-350-0890
822,전남소방본부,영광소방서,홍농,전남 영광군 홍농읍 홍농로 543,061-350-0925
823,경북소방본부,포항북부소방서, 포항북부_덕산 ,경상북도 포항시 북구 중앙로 332,054-260-2400
824,경북소방본부,포항북부소방서, 두호 ,경상북도 퐁항시 북구 삼호로 305,054-260-2410
825,경북소방본부,포항북부소방서, 흥해 ,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2420
826,경북소방본부,포항북부소방서, 장량 ,경상북도 포항시 북구 법원로 158,054-260-2430
827,경북소방본부,포항남부소방서, 일월 ,경상북도 포항시 남구 동해안로 5890,054-284-2725
828,경북소방본부,포항남부소방서, 해도 ,경상북도 포항시 남구 중앙로 118,054-281-1119
829,경북소방본부,포항남부소방서, 제철 ,경상북도 포항시 남구 철강로 360,054-286-0119
830,경북소방본부,포항남부소방서, 연일 ,경상북도 포항시 남구 연일읍 철강로 10 (연일119안전센터),054-286-1119
831,경북소방본부,포항남부소방서, 효자 ,경상북도 포항시 남구 지곡로212번길 45,054-273-2119
832,경북소방본부,포항남부소방서, 오천 ,경상북도 포항시 남구 오천읍 해병로 369,054-292-0119
833,경북소방본부,포항남부소방서, 구룡포 ,경상북도 포항시 남구 구룡포읍 호미로 265,054-284-0119
834,경북소방본부,포항남부소방서, 울릉 ,경상북도 울릉군 울릉읍 울릉순환로 415,054-791-2119
835,경북소방본부,경주소방서, 황오 ,경상북도 경주시 알천남로 276,054-778-0601
836,경북소방본부,경주소방서, 경주_동부 ,경상북도 경주시 중앙로 59,054-778-0611
837,경북소방본부,경주소방서, 불국사 ,경상북도 경주시 불국신택지4길 4,054-778-0621
838,경북소방본부,경주소방서, 보문 ,경상북도 경주시 경감로 587-8,054-778-0631
839,경북소방본부,경주소방서, 용황 ,경상북도 경주시 공단로 25,054-778-0641
840,경북소방본부,경주소방서, 안강 ,경상북도 경주시 안강읍 안강중앙로 146,054-778-0651
841,경북소방본부,경주소방서, 경주_외동 ,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661
842,경북소방본부,경주소방서, 감포 ,경상북도 경주시 감포읍 감포로8길 14-6,054-778-0671
843,경북소방본부,경주소방서, 건천 ,경상북도 경주시 건천읍 내서로 1065,054-778-0681
844,경북소방본부,김천소방서, 지좌 ,경상북도 김천시 황산로 67,054-436-0118
845,경북소방본부,김천소방서, 다수 ,경상북도 김천시 영남대로 1246,054-430-0119
846,경북소방본부,김천소방서, 대광 ,경상북도 김천시 공단로 152-36,054-432-0119
847,경북소방본부,김천소방서, 지례 ,경상북도 김천시 지례면 장터길 115,054-435-0119
848,경북소방본부,김천소방서, 아포 ,경상북도 김천시 아포읍 아포공단길 45,054-439-0119
849,경북소방본부,안동소방서, 법흥 ,경상북도 안동시 육사로 301,054-854-6119
850,경북소방본부,안동소방서, 용상 ,경상북도 안동시 마들6길 27,054-821-1119
851,경북소방본부,안동소방서, 풍산 ,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119
852,경북소방본부,안동소방서, 안동_옥동 ,경상북도 안동시 광명로 85,054-853-6119
853,경북소방본부,안동소방서, 청송 ,경상북도 청송군 청송읍 길안청송로 1630,054-873-1119
854,경북소방본부,안동소방서, 영양 ,경상북도 영양군 영양읍 군민회관길 42-14,054-682-3119
855,경북소방본부,안동소방서, 진보 ,경상북도 청송군 진보면 청송로 6346,054-874-5119
856,경북소방본부,안동소방서, 안동_입암 ,경상북도 영양군 입암면 입암로 153,054-682-4119
857,경북소방본부,구미소방서, 구미_공단 ,경상북도 구미시 수출대로 112,054-461-3119
858,경북소방본부,구미소방서, 구미_송정 ,경상북도 구미시 백산로 207,054-452-0119
859,경북소방본부,구미소방서, 원평 ,경상북도 구미시 산업로 174,054-454-6119
860,경북소방본부,구미소방서, 구미_봉곡 ,경상북도 구미시 봉곡동로 48,054-452-2119
861,경북소방본부,구미소방서, 인동 ,경상북도 구미시 이계북로 147,054-471-0119
862,경북소방본부,구미소방서, 선산 ,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119
863,경북소방본부,구미소방서, 해평 ,경상북도 구미시 해평면 강동로 1663,054-474-4119
864,경북소방본부,구미소방서, 상림 ,경상북도 구미시 상림로 45,054-465-9116
865,경북소방본부,구미소방서, 구미_옥계 ,경상북도 구미시 산동면 산호대로41길 4,054-471-5119
866,경북소방본부,구미소방서, 고아 ,경상북도 구미시 고아읍 선산대로 821,054-481-3119
867,경북소방본부,영주소방서, 문수 ,경상북도 영주시 문수면 적서로448번길17,054-630-0401
868,경북소방본부,영주소방서, 가흥 ,경상북도 영주시 선비로 181,054-630-0441
869,경북소방본부,영주소방서, 풍기 ,경상북도 영주시 풍기읍 기주로 159,054-630-0411
870,경북소방본부,영주소방서, 봉화 ,경상북도 봉화군 봉화읍 문수로 42,054-630-0421
