번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,급수시설구분명,남성종사자수,년도,다중이용업소여부,등급구분명,시설총규모,여성종사자수,영업장주변구분명,위생업종명,위생업태명,총종업원수,전화번호,위치정보(X),위치정보(Y),상세영업상태명
308,(주)장군식품,서울특별시 용산구 한강로2가 15-19번지 농협용산백화점내 ,"서울특별시 용산구 청파로 122 (한강로2가,농협용산백화점내)",19980421,운영중,,,,,4.00,140873,상수도전용,0,1998,N,자율,4,0,기타,휴게음식점,백화점,0,02,196882.90762700000  ,448186.65904100000  ,영업
309,설빙용산아이파크몰점,"서울특별시 용산구 한강로3가 40-999번지 용산아이파크몰 서관, 7층 5-2호","서울특별시 용산구 한강대로23길 55, 7층 5-2호 (한강로3가, 용산아이파크몰 서관)",20141208,운영중,,,,,169.13,140780,상수도전용,,2014,N,,99.23,,기타,휴게음식점,백화점,,,196883.51066300000  ,447808.99730400000  ,영업
310,스틱하우스(신세계백화점 본점),서울특별시 중구 충무로1가 52-5번지 신세계백화점 지하1층 ,"서울특별시 중구 소공로 63 (충무로1가,  신세계백화점  지하1층)",20150722,운영중,,,,,5.00,100011,,,2015,N,,5,,,휴게음식점,백화점,,,198319.45712900000  ,451265.54198300000  ,영업
311,(주)이롬JUVO 신촌점,서울특별시 서대문구 창천동 30-33번지 현대백화점 신촌점 (지하1층) ,"서울특별시 서대문구 신촌로 83 (창천동,현대백화점 신촌점 (지하1층))",20070613,운영중,,,,,7.60,120706,상수도전용,0,2007,N,,7.6,0,,휴게음식점,백화점,0,031 7013377,194331.32127800000  ,450730.57764800000  ,영업
312,카도르그레이스,서울특별시 서대문구 창천동 30-33번지 ,서울특별시 서대문구 신촌로 83 (창천동),19931206,운영중,,,,,7.92,120834,상수도전용,1,1993,N,기타,7.92,1,기타,휴게음식점,백화점,2,0203203000,194331.32127800000  ,450730.57764800000  ,영업
313,가나,서울특별시 서대문구 창천동 30-33번지 ,서울특별시 서대문구 신촌로 83 (창천동),19970905,운영중,,,,,9.69,120834,상수도전용,0,1997,N,기타,9.69,0,기타,휴게음식점,백화점,0,02 3203005,194331.32127800000  ,450730.57764800000  ,영업
314,(주)현대그린푸드본가스시신촌점,서울특별시 서대문구 창천동 30-33번지 지하1층 ,"서울특별시 서대문구 신촌로 83 (창천동,지하1층)",19970404,운영중,,,,,56.50,120834,상수도전용,0,1997,N,기타,56.5,0,기타,휴게음식점,백화점,0,02  31452967,194331.32127800000  ,450730.57764800000  ,영업
315,(주)명류당 현대백화점신촌점,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점(지하1층) ,"서울특별시 서대문구 신촌로 83 (창천동,현대백화점신촌점(지하1층))",20070813,운영중,,,,,3.30,120706,,,2007,N,,3.3,,,휴게음식점,백화점,,02  3145 303,194331.32127800000  ,450730.57764800000  ,영업
316,두부명가,서울특별시 서대문구 창천동 30-33번지 현대백화점 지하1층 ,"서울특별시 서대문구 신촌로 83 (창천동,현대백화점 지하1층)",20100513,운영중,,,,,6.60,120834,,,2010,N,,6.6,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
317,밥포유,서울특별시 서대문구 창천동 30-33번지 신촌현대백화점 지하1층 ,"서울특별시 서대문구 신촌로 83 (창천동, 신촌현대백화점 지하1층)",20120725,운영중,,,,,18.70,120834,,,2012,N,,18.7,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
318,아모레퍼시픽 오설록,,서울특별시 서대문구 신촌로 83 (창천동),20140619,운영중,,,,,13.20,,,,2014,N,,13.2,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
319,(주)파파밸리,서울특별시 강남구 대치동 937번지 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점)",20151120,운영중,,,,,33.00,135998,,,2015,N,,33,,,휴게음식점,백화점,,027974002,204783.36435600000  ,444196.72754400000  ,영업
320,작은부엌,서울특별시 중구 소공동 1번지 롯데백화점 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 지하1층 )",20151030,운영중,,,,,33.00,100070,,,2015,N,,33,,,휴게음식점,백화점,,,198385.90413900000  ,451688.49847700000  ,영업
321,스무디킹 뉴코아 강남점,서울특별시 서초구 잠원동 70-2번지 지하 1층 ,"서울특별시 서초구 잠원로 51, 지하 1층 (잠원동, 뉴코아 강남점)",20151030,운영중,,,,,21.80,137908,,,2015,N,,21.8,,,휴게음식점,백화점,,,200657.70407200000  ,445529.60189500000  ,영업
322,움트,서울특별시 구로구 신도림동 692번지 현대백화점 디큐브시티점 지하2층 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 현대백화점 디큐브시티점)",20151027,운영중,,,,,10.00,152706,상수도전용,,2015,N,,10,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
323,샤브진,서울특별시 양천구 목동 916번지 현대백화점목동점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대백화점목동점)",20151130,운영중,,,,,10.00,158050,,,2015,N,,10,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
324,오야마 동대문점,서울특별시 중구 을지로6가 17-2번지 지하2층 ,"서울특별시 중구 장충단로13길 20, 지하2층 (을지로6가, 현대씨티아울렛)",20160307,운영중,,,,,26.12,100850,,,2016,N,,26.12,,,휴게음식점,백화점,,0269657142,200677.31425100000  ,452132.83536500000  ,영업
325,지파시 현대시티아울렛점,서울특별시 중구 을지로6가 17-2번지 ,"서울특별시 중구 장충단로13길 20, 8층 (을지로6가, 현대시티아울렛)",20160307,운영중,,,,,48.80,100850,,,2016,N,,48.8,,,휴게음식점,백화점,,02 7097818,200677.31425100000  ,452132.83536500000  ,영업
326,인디아게이트,서울특별시 중구 충무로1가 52-5번지 신세계백화점 지하1층 ,"서울특별시 중구 소공로 63 (충무로1가, 신세계백화점 지하1층)",20160314,운영중,,,,,8.00,100011,,,2016,N,,8,,,휴게음식점,백화점,,02  540 3844,198319.45712900000  ,451265.54198300000  ,영업
327,(주)유긴,서울특별시 중구 소공동 1번지 롯데백화점 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 지하1층)",20160314,운영중,,,,,9.00,100070,,,2016,N,,9,,,휴게음식점,백화점,,031 986 0502,198385.90413900000  ,451688.49847700000  ,영업
328,(주)미자언니네,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517 (삼성동, 현대백화점)",20160224,운영중,,,,,34.00,135090,,,2016,N,,34,,,휴게음식점,백화점,,025528268,205284.14694200000  ,445461.97226000000  ,영업
329,고래사 신세계(백)강남점,서울특별시 서초구 반포동 19-3번지 지하1층 신세계백화점 강남점 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점)",20160318,운영중,,,,,25.40,137713,,,2016,Y,,25.4,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
330,명태네황태와코다리강정,서울특별시 서초구 반포동 19-3번지 신세계백화점강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점강남점)",20160629,운영중,,,,,7.50,137713,,,2016,Y,,7.5,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
331,고피자(Gopizza),서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동)",20160928,운영중,,,,,6.60,135090,,,2016,N,,6.6,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
332,백미당롯데노원점,서울특별시 노원구 상계동 713번지 지하1층 ,"서울특별시 노원구 동일로 1414, 지하1층 (상계동)",20161220,운영중,,,,,14.20,139200,상수도전용,,2016,N,,14.2,,,휴게음식점,백화점,,,205456.81863700000  ,461763.82747800000  ,영업
333,밥스NC백화점강서점,서울특별시 강서구 등촌동 689번지 엔씨백화점 (지하 1층) ,"서울특별시 강서구 강서로56길 17, 엔씨백화점 3동 지하1층 (등촌동)",20171212,운영중,,,,,19.47,157930,상수도전용,,2017,N,,19.47,,,휴게음식점,백화점,,,185907.33112900000  ,451167.94871600000  ,영업
334,(주)허유산코리아현대백화점목동점,서울특별시 양천구 목동 916번지 현대백화점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대백화점)",20171129,운영중,,,,,19.80,158050,,,2017,N,,19.8,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
335,(주)면채반 신촌현대지점,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점 ,"서울특별시 서대문구 신촌로 83, 지하1층 (창천동)",20171130,운영중,,,,,10.00,120706,,,2017,N,,10,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
336,도쿄밀크치즈팩토리,서울특별시 중구 소공동 1번지 롯데백화점 본점 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 본점 지하1층)",20171130,운영중,,,,,27.20,100070,,,2017,N,,27.2,,,휴게음식점,백화점,,02546 0614,198385.90413900000  ,451688.49847700000  ,영업
337,POKE&CO(포케앤코),서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 ,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",20180103,운영중,,,,,13.22,137713,,,2018,N,,13.22,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
338,현대백화점 쇼콜리디아,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점 ,"서울특별시 서대문구 신촌로 83, 지하1층 (창천동, 현대백화점신촌점)",20171107,운영중,,,,,9.00,120706,,,2017,N,,9,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
339,캔디미(현대무역점),서울특별시 강남구 삼성동 159-7번지 현대백화점 ,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",20180119,운영중,,,,,8.00,135730,,,2018,N,,8,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
340,(주)허유산코리아 현대백화점 디큐브점,서울특별시 구로구 신도림동 692번지 디큐브시티 ,"서울특별시 구로구 경인로 662, 지상6층 (신도림동, 디큐브시티)",20171129,운영중,,,,,33.72,152706,상수도전용,,2017,N,,33.72,,,휴게음식점,백화점,,070 41966797,190210.51179400000  ,445488.90097600000  ,영업
341,부르스터스,서울특별시 강서구 등촌동 689번지 엔씨백화점 (지하 1층) ,"서울특별시 강서구 강서로56길 17, 지하1층 (등촌동, 3동 엔씨백화점)",20171127,운영중,,,,,17.49,157930,상수도전용,,2017,N,,17.49,,,휴게음식점,백화점,,,185907.33112900000  ,451167.94871600000  ,영업
342,함흥면옥,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180226,운영중,,,,,23.80,135704,,,2018,N,,23.8,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
343,리틀파파포,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180305,운영중,,,,,23.80,135704,,,2018,N,,23.8,,,휴게음식점,백화점,,02  332 3051,204783.36435600000  ,444196.72754400000  ,영업
344,모쿠테판야끼 강남점,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180305,운영중,,,,,23.80,135704,,,2018,N,,23.8,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
345,바리,서울특별시 강남구 삼성동 159-7번지 현대백화점 ,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",20180305,운영중,,,,,9.90,135730,,,2018,N,,9.9,,,휴게음식점,백화점,,02  797 7090,205284.14694200000  ,445461.97226000000  ,영업
346,찰스숯불김밥 NC강서점,서울특별시 강서구 등촌동 689번지 엔씨백화점 (지하 1층) ,"서울특별시 강서구 강서로56길 17, 엔씨백화점 지하1층 (등촌동)",20171214,운영중,,,,,18.48,157930,상수도전용,,2017,N,,18.48,,,휴게음식점,백화점,,,185907.33112900000  ,451167.94871600000  ,영업
347,블랙페페574,서울특별시 강남구 삼성동 159-7번지 현대백화점 ,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",20180330,운영중,,,,,13.20,135730,,,2018,N,,13.2,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
348,리코푸드코리아(플로리다랑군),서울특별시 강남구 삼성동 159-7번지 현대백화점 ,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",20180330,운영중,,,,,6.60,135730,,,2018,N,,6.6,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
349,시나본 신세계강남점,서울특별시 서초구 반포동 19-3번지 지하1층 ,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",20180219,운영중,,,,,13.12,137713,,,2018,N,,13.12,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
350,미스터촌닭,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 9, 신세계백화점 영등포점 지하1층 (영등포동4가)",20180309,운영중,,,,,9.90,150985,,,2018,N,,9.9,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
351,감프롱,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점 ,"서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하1층 (창천동)",20180321,운영중,,,,,6.60,120706,,,2018,N,,6.6,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
352,구스띠모,서울특별시 서초구 반포동 19-3번지 신세계강남점 지하1층 ,"서울특별시 서초구 신반포로 176 (반포동,신세계강남점 지하1층)",20090721,운영중,,,,,19.80,137713,,,2009,N,,19.8,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
353,마스터키친,서울특별시 송파구 잠실동 40-1번지 롯데백화점 잠실점 지하1층 ,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데백화점 잠실점)",20151209,운영중,,,,,10.00,138915,,,2015,N,,10,,,휴게음식점,백화점,,,208883.72375000000  ,445791.32699300000  ,영업
354,아리랑 핫도그,서울특별시 강남구 삼성동 159번지 코엑스 3층 D hall ,"서울특별시 강남구 영동대로 513, 지상3층 D hall호 (삼성동, 코엑스)",20151117,운영중,,,,,9.00,135090,,,2015,N,,9,,,휴게음식점,백화점,,03180168810,205230.34201100000  ,445818.07172100000  ,영업
355,프레시고메이,서울특별시 강남구 대치동 937번지 롯데백화점 지하1층 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점)",20160302,운영중,,,,,6.00,135998,,,2016,N,,6,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
356,타이쇼,서울특별시 중구 소공동 1번지 롯데백화점 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 지하1층)",20160229,운영중,,,,,6.00,100070,,,2016,N,,6,,,휴게음식점,백화점,,02 7712500,198385.90413900000  ,451688.49847700000  ,영업
357,아리아리닭강정,서울특별시 노원구 상계동 713번지 롯데백화점 지하층 ,"서울특별시 노원구 동일로 1414, 지하층 (상계동, 롯데백화점)",20160613,운영중,,,,,9.90,139708,상수도전용,,2016,N,,9.9,,,휴게음식점,백화점,,,205456.81863700000  ,461763.82747800000  ,영업
358,슐스타드,서울특별시 중구 을지로6가 17-2번지 현대시티타워지하2층 ,"서울특별시 중구 장충단로13길 20 (을지로6가, 현대시티타워지하2층)",20160623,운영중,,,,,6.50,100850,,,2016,N,,6.5,,,휴게음식점,백화점,,,200677.31425100000  ,452132.83536500000  ,영업
359,치라시,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 846 (영등포동, 롯데백화점 지하1층)",20120627,운영중,,,,,22.10,150899,,,2012,N,,22.1,,,휴게음식점,백화점,,,191837.03355300000  ,446247.06902400000  ,영업
360,롯데영등포장상궁김밥,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 846 (영등포동, 롯데백화점 지하1층)",20120627,운영중,,,,,13.20,150899,,,2012,N,,13.2,,,휴게음식점,백화점,,02  22999525,191837.03355300000  ,446247.06902400000  ,영업
361,야끼토리텐,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 846, 지하1층 (영등포동, 롯데백화점)",20120521,운영중,,,,,12.00,150899,,,2012,N,,12,,,휴게음식점,백화점,,,191837.03355300000  ,446247.06902400000  ,영업
362,날아라닭강정,서울특별시 영등포구 문래동3가 55-3번지 지하1층 ,"서울특별시 영등포구 당산로 42, 지하1층 (문래동3가)",20120425,운영중,,,,,6.00,150835,,,2012,N,,6,,,휴게음식점,백화점,,,190795.42735900000  ,446533.58548900000  ,영업
363,모이또피자,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점 지하1층)",20110822,운영중,,,,,19.65,150899,상수도전용,,2011,N,,19.65,,,휴게음식점,백화점,,,191905.90466200000  ,446372.19365200000  ,영업
364,움트,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점 지하)",20080521,운영중,,,,,13.90,150899,,,2008,N,,13.9,,,휴게음식점,백화점,,0226706059,191905.90466200000  ,446372.19365200000  ,영업
365,(주)나무,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가, 신세계백화점 지하1층)",20121129,운영중,,,,,9.90,150985,,,2012,N,,9.9,,,휴게음식점,백화점,,,191546.58276900000  ,446421.14320800000  ,영업
366,킹케밥,서울특별시 영등포구 영등포동 618-496번지 영등포롯데백화점 지하1층(일부) ,"서울특별시 영등포구 경인로 862 (영등포동,영등포롯데백화점 지하1층(일부))",20110630,운영중,,,,,22.80,150899,상수도전용,,2011,N,,22.8,,,휴게음식점,백화점,,,191905.90466200000  ,446372.19365200000  ,영업
367,월드퍼스트,서울특별시 영등포구 영등포동4가 434-5번지 지하1층 일부 ,"서울특별시 영등포구 영중로 9 (영등포동4가, 지하1층 일부)",20130501,운영중,,,,,13.14,150034,,,2013,N,,13.14,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
368,안동국시,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,13.50,150985,,,2009,N,,13.5,,,휴게음식점,백화점,,0226394055,191546.58276900000  ,446421.14320800000  ,영업
369,쯔루타로프레쉬윌,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 846 (영등포동, 롯데백화점 지하1층)",20120627,운영중,,,,,44.00,150899,,,2012,N,,44,,,휴게음식점,백화점,,,191837.03355300000  ,446247.06902400000  ,영업
370,포앤미,서울특별시 영등포구 영등포동 618-496번지 영등포롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 846 (영등포동, 영등포롯데백화점지하1층 )",20120103,운영중,,,,,20.20,150899,상수도전용,,2012,N,,20.2,,,휴게음식점,백화점,,,191837.03355300000  ,446247.06902400000  ,영업
371,짬뽕의신화,서울특별시 영등포구 영등포동4가 435-5번지 신세계백화점영등포점 지하1층 ,"서울특별시 영등포구 영신로24길 15-2 (영등포동4가, 신세계백화점영등포점 지하1층)",20150313,운영중,,,,,21.00,150985,,,2015,N,,21,,,휴게음식점,백화점,,02  26391234,191534.51356100000  ,446343.38803000000  ,영업
372,얌차롯데영등포점,서울특별시 영등포구 영등포동 618-496번지 롯데백화점지하1층 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점지하1층)",20040330,운영중,,,,,10.00,150899,상수도전용,0,2004,N,,10,0,,휴게음식점,백화점,0,,191905.90466200000  ,446372.19365200000  ,영업
373,카페리앙,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 8층 ,"서울특별시 영등포구 경인로 846 (영등포동, 롯데백화점 8층)",20041125,운영중,,,,,6.60,150899,,,2004,N,,6.6,,,휴게음식점,백화점,,,191837.03355300000  ,446247.06902400000  ,영업
374,(주)딤섬,서울특별시 영등포구 영등포동4가 434-5번지 ,서울특별시 영등포구 영중로 9 (영등포동4가),20000530,운영중,,,,,9.90,150034,,1,2000,N,자율,9.9,0,기타,휴게음식점,백화점,1,0225341142,191651.66159400000  ,446416.17392600000  ,영업
375,(주)한국협농에프티씨,서울특별시 영등포구 영등포동1가 618-496번지 롯데백화점 지하1층 ,,20071116,운영중,,,,,6.60,150031,,,2007,N,,6.6,,,휴게음식점,백화점,,26322500,,,영업
376,시키사이,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 846 (영등포동, 롯데백화점 지하1층)",20100719,운영중,,,,,5.00,150899,상수도전용,,2010,N,,5,,,휴게음식점,백화점,,0220297562,191837.03355300000  ,446247.06902400000  ,영업
377,소프트리(프레페레),서울특별시 영등포구 영등포동4가 442번지 타임스퀘어 지하2층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,타임스퀘어 지하2층)",20100303,운영중,,,,,3.30,150034,상수도전용,,2010,N,,3.3,,,휴게음식점,백화점,,,191546.58276900000  ,446421.14320800000  ,영업
378,디블루메,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점 지하)",20100517,운영중,,,,,6.60,150899,상수도전용,,2010,N,,6.6,,,휴게음식점,백화점,,02 4256855,191905.90466200000  ,446372.19365200000  ,영업
379,아뜨리네 도넛,서울특별시 영등포구 영등포동4가 434-5번지 지하1층 ,"서울특별시 영등포구 영중로 9 (영등포동4가,지하1층)",20091202,운영중,,,,,6.60,150034,상수도전용,,2009,N,,6.6,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
380,모찌크림,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점 지하1층)",20100324,운영중,,,,,23.10,150899,상수도전용,,2010,N,,23.1,,,휴게음식점,백화점,,02  540 6677,191905.90466200000  ,446372.19365200000  ,영업
381,제라진돈까츠,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,15.20,150985,,,2009,N,,15.2,,,휴게음식점,백화점,,0226394001,191546.58276900000  ,446421.14320800000  ,영업
382,나라스시,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 지하1층)",20090908,운영중,,,,,56.10,150985,,,2009,N,,56.1,,,휴게음식점,백화점,,,191546.58276900000  ,446421.14320800000  ,영업
383,골동반,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 지하1층)",20090908,운영중,,,,,14.20,150985,,,2009,N,,14.2,,,휴게음식점,백화점,,,191546.58276900000  ,446421.14320800000  ,영업
384,귀빈면옥,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,16.20,150985,,,2009,N,,16.2,,,휴게음식점,백화점,,0226394053,191546.58276900000  ,446421.14320800000  ,영업
385,(주)공기샤브진,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,29.00,150985,,,2009,N,,29,,,휴게음식점,백화점,,0226394004,191546.58276900000  ,446421.14320800000  ,영업
386,코돈,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,12.50,150985,,,2009,N,,12.5,,,휴게음식점,백화점,,0226394034,191546.58276900000  ,446421.14320800000  ,영업
387,미향포,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,6.30,150985,,,2009,N,,6.3,,,휴게음식점,백화점,,0226394035,191546.58276900000  ,446421.14320800000  ,영업
388,크리스탈제이드딤섬신세계백화점영등포점,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,5.90,150985,,,2009,N,,5.9,,,휴게음식점,백화점,,0226394036,191546.58276900000  ,446421.14320800000  ,영업
389,주식회사 리다,서울특별시 영등포구 영등포동4가 442-1번지 신세계영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계영등포점 지하1층)",20090908,운영중,,,,,9.90,150034,,,2009,N,,9.9,,,휴게음식점,백화점,,0226394017,191546.58276900000  ,446421.14320800000  ,영업
390,비스코티하우스,서울특별시 영등포구 영등포동4가 442-1번지 신세계영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계영등포점 지하1층)",20090908,운영중,,,,,9.90,150034,,,2009,N,,9.9,,,휴게음식점,백화점,,0226394025,191546.58276900000  ,446421.14320800000  ,영업
391,앤티앤스,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 영등포점 지하1층)",20090908,운영중,,,,,8.30,150985,,,2009,N,,8.3,,,휴게음식점,백화점,,02  587 0955,191546.58276900000  ,446421.14320800000  ,영업
392,BTM,서울특별시 영등포구 영등포동4가 442-1번지 신세계영등포점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계영등포점 지하1층)",20090908,운영중,,,,,8.90,150034,,,2009,N,,8.9,,,휴게음식점,백화점,,0226394019,191546.58276900000  ,446421.14320800000  ,영업
393,(주)키커피코리아,서울특별시 영등포구 영등포동4가 442-1번지 신세계백화점 지하1층 ,"서울특별시 영등포구 영중로 15 (영등포동4가,신세계백화점 지하1층)",20090908,운영중,,,,,9.90,150985,,,2009,N,,9.9,,,휴게음식점,백화점,,02  307 0028,191546.58276900000  ,446421.14320800000  ,영업
394,트리니다드코리아,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점 지하1층)",20090414,운영중,,,,,6.60,150899,,,2009,N,,6.6,,,휴게음식점,백화점,,,191905.90466200000  ,446372.19365200000  ,영업
395,비알코리아(주)배스킨라빈스타임스퀘어점,서울특별시 영등포구 영등포동4가 441-10번지 경방타임스퀘어 지하1층 ,,20090909,운영중,,,,,99.17,150034,,,2009,N,,99.17,,,휴게음식점,백화점,,02  21873014,,,영업
396,(주)수화염 롯데백화점 영등포점,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 862 (영등포동,롯데백화점 지하1층)",20090501,운영중,,,,,19.50,150899,,,2009,N,,19.5,,,휴게음식점,백화점,,,191905.90466200000  ,446372.19365200000  ,영업
